# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
162.35         	U              	(3.14300902e-03 -1.60106958e-03 -5.12634069e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573707e+00 1.70992963e-01 7.90058756e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.4          	p              	-4.99873516e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032636e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
162.4          	U              	(3.14300955e-03 -1.60107111e-03 -5.12633416e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573707e+00 1.70992964e-01 7.90058784e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.45         	p              	-4.99873528e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032752e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
162.45         	U              	(3.14300882e-03 -1.60106966e-03 -5.12634122e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573707e+00 1.70992964e-01 7.90058750e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.5          	p              	-4.99873542e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032731e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
162.5          	U              	(3.14300910e-03 -1.60107096e-03 -5.12633527e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992964e-01 7.90058772e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.55         	p              	-4.99873511e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032761e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
162.55         	U              	(3.14300863e-03 -1.60106944e-03 -5.12634135e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992965e-01 7.90058746e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.6          	p              	-4.99873514e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032780e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
162.6          	U              	(3.14300921e-03 -1.60107076e-03 -5.12633495e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992965e-01 7.90058762e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.65         	p              	-4.99873553e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032576e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
162.65         	U              	(3.14300905e-03 -1.60106963e-03 -5.12633998e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992966e-01 7.90058745e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.7          	p              	-4.99873478e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032818e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
162.7          	U              	(3.14300934e-03 -1.60107093e-03 -5.12633501e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992966e-01 7.90058763e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.75         	p              	-4.99873498e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032566e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
162.75         	U              	(3.14300889e-03 -1.60106976e-03 -5.12634022e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992966e-01 7.90058748e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.8          	p              	-4.99873498e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032932e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
162.8          	U              	(3.14300890e-03 -1.60107068e-03 -5.12633633e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992967e-01 7.90058749e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.85         	p              	-4.99873471e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032584e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
162.85         	U              	(3.14300875e-03 -1.60106960e-03 -5.12634000e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992967e-01 7.90058745e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.9          	p              	-4.99873466e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032929e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
162.9          	U              	(3.14300904e-03 -1.60107056e-03 -5.12633606e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992967e-01 7.90058741e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
162.95         	p              	-4.99873510e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032400e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
162.95         	U              	(3.14300914e-03 -1.60106985e-03 -5.12633874e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992968e-01 7.90058745e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163            	p              	-4.99873472e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87033113e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163            	U              	(3.14300871e-03 -1.60107049e-03 -5.12633749e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573706e+00 1.70992968e-01 7.90058726e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.05         	p              	-4.99873443e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032410e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163.05         	U              	(3.14300885e-03 -1.60106966e-03 -5.12633910e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992968e-01 7.90058757e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.1          	p              	-4.99873436e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87033120e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163.1          	U              	(3.14300884e-03 -1.60107039e-03 -5.12633695e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992969e-01 7.90058726e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.15         	p              	-4.99873493e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032276e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
163.15         	U              	(3.14300921e-03 -1.60106995e-03 -5.12633782e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992969e-01 7.90058747e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.2          	p              	-4.99873406e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87033104e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163.2          	U              	(3.14300897e-03 -1.60107055e-03 -5.12633705e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992969e-01 7.90058716e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.25         	p              	-4.99873437e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032364e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
163.25         	U              	(3.14300900e-03 -1.60106998e-03 -5.12633831e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992970e-01 7.90058744e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.3          	p              	-4.99873423e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87033271e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163.3          	U              	(3.14300859e-03 -1.60107023e-03 -5.12633810e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992970e-01 7.90058712e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.35         	p              	-4.99873493e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032204e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
163.35         	U              	(3.14300920e-03 -1.60107001e-03 -5.12633703e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992970e-01 7.90058756e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.4          	p              	-4.99873384e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033274e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163.4          	U              	(3.14300880e-03 -1.60107041e-03 -5.12633765e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992971e-01 7.90058695e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.45         	p              	-4.99873408e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032291e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
163.45         	U              	(3.14300904e-03 -1.60107005e-03 -5.12633761e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992971e-01 7.90058738e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.5          	p              	-4.99873385e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87033456e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163.5          	U              	(3.14300850e-03 -1.60107011e-03 -5.12633863e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992971e-01 7.90058698e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.55         	p              	-4.99873393e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032365e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
163.55         	U              	(3.14300888e-03 -1.60106985e-03 -5.12633768e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573705e+00 1.70992971e-01 7.90058749e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.6          	p              	-4.99873386e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033301e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163.6          	U              	(3.14300865e-03 -1.60107009e-03 -5.12633803e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992972e-01 7.90058696e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.65         	p              	-4.99873419e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032246e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
163.65         	U              	(3.14300917e-03 -1.60107017e-03 -5.12633671e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992972e-01 7.90058737e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.7          	p              	-4.99873357e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033280e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163.7          	U              	(3.14300874e-03 -1.60107025e-03 -5.12633809e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992972e-01 7.90058692e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.75         	p              	-4.99873397e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032372e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
163.75         	U              	(3.14300894e-03 -1.60107007e-03 -5.12633735e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992973e-01 7.90058735e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.8          	p              	-4.99873364e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033420e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163.8          	U              	(3.14300840e-03 -1.60106989e-03 -5.12633893e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992973e-01 7.90058683e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.85         	p              	-4.99873414e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032192e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
163.85         	U              	(3.14300919e-03 -1.60107022e-03 -5.12633590e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992973e-01 7.90058744e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.9          	p              	-4.99873354e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033426e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
163.9          	U              	(3.14300861e-03 -1.60107015e-03 -5.12633849e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992974e-01 7.90058669e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
163.95         	p              	-4.99873384e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032322e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
163.95         	U              	(3.14300903e-03 -1.60107018e-03 -5.12633666e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992974e-01 7.90058729e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164            	p              	-4.99873352e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033578e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
164            	U              	(3.14300828e-03 -1.60106976e-03 -5.12633958e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992974e-01 7.90058672e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.05         	p              	-4.99873366e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032376e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
164.05         	U              	(3.14300888e-03 -1.60106995e-03 -5.12633678e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992974e-01 7.90058740e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.1          	p              	-4.99873355e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033387e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
164.1          	U              	(3.14300846e-03 -1.60106986e-03 -5.12633880e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992975e-01 7.90058669e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.15         	p              	-4.99873388e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032291e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
164.15         	U              	(3.14300921e-03 -1.60107036e-03 -5.12633567e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573704e+00 1.70992975e-01 7.90058731e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.2          	p              	-4.99873328e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033385e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
164.2          	U              	(3.14300852e-03 -1.60107000e-03 -5.12633885e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992975e-01 7.90058662e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.25         	p              	-4.99873375e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032437e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
164.25         	U              	(3.14300893e-03 -1.60107015e-03 -5.12633648e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992976e-01 7.90058725e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.3          	p              	-4.99873357e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033462e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
164.3          	U              	(3.14300815e-03 -1.60106956e-03 -5.12633985e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992976e-01 7.90058654e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.35         	p              	-4.99873349e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032474e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
164.35         	U              	(3.14300887e-03 -1.60107001e-03 -5.12633633e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992976e-01 7.90058728e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.4          	p              	-4.99873341e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033285e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
164.4          	U              	(3.14300841e-03 -1.60106978e-03 -5.12633902e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992977e-01 7.90058655e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.45         	p              	-4.99873374e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032448e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
164.45         	U              	(3.14300921e-03 -1.60107045e-03 -5.12633532e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992977e-01 7.90058726e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.5          	p              	-4.99873314e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033288e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
164.5          	U              	(3.14300843e-03 -1.60106987e-03 -5.12633917e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992977e-01 7.90058653e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.55         	p              	-4.99873355e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032578e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
164.55         	U              	(3.14300891e-03 -1.60107018e-03 -5.12633611e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992977e-01 7.90058718e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.6          	p              	-4.99873354e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033272e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
164.6          	U              	(3.14300807e-03 -1.60106943e-03 -5.12634011e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992978e-01 7.90058644e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.65         	p              	-4.99873368e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032521e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
164.65         	U              	(3.14300930e-03 -1.60107059e-03 -5.12633404e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992978e-01 7.90058727e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.7          	p              	-4.99873303e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033280e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
164.7          	U              	(3.14300825e-03 -1.60106973e-03 -5.12633996e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992978e-01 7.90058637e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.75         	p              	-4.99873332e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032700e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
164.75         	U              	(3.14300903e-03 -1.60107033e-03 -5.12633514e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992978e-01 7.90058708e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.8          	p              	-4.99873353e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033138e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
164.8          	U              	(3.14300789e-03 -1.60106922e-03 -5.12634111e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573703e+00 1.70992979e-01 7.90058638e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.85         	p              	-4.99873311e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032740e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
164.85         	U              	(3.14300893e-03 -1.60107013e-03 -5.12633516e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992979e-01 7.90058718e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.9          	p              	-4.99873307e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87033001e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
164.9          	U              	(3.14300815e-03 -1.60106951e-03 -5.12634009e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992979e-01 7.90058644e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
164.95         	p              	-4.99873328e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032863e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
164.95         	U              	(3.14300919e-03 -1.60107055e-03 -5.12633431e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992980e-01 7.90058703e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165            	p              	-4.99873294e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032981e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
165            	U              	(3.14300818e-03 -1.60106962e-03 -5.12634005e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992980e-01 7.90058637e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.05         	p              	-4.99873300e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87032931e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
165.05         	U              	(3.14300891e-03 -1.60107024e-03 -5.12633518e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992980e-01 7.90058691e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.1          	p              	-4.99873336e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032763e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
165.1          	U              	(3.14300798e-03 -1.60106929e-03 -5.12634056e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992980e-01 7.90058642e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.15         	p              	-4.99873304e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87033073e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
165.15         	U              	(3.14300919e-03 -1.60107058e-03 -5.12633373e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992981e-01 7.90058691e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.2          	p              	-4.99873270e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032746e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
165.2          	U              	(3.14300810e-03 -1.60106956e-03 -5.12634045e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992981e-01 7.90058652e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.25         	p              	-4.99873265e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87033158e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
165.25         	U              	(3.14300887e-03 -1.60107024e-03 -5.12633497e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992981e-01 7.90058676e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.3          	p              	-4.99873322e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032482e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
165.3          	U              	(3.14300795e-03 -1.60106925e-03 -5.12634061e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992982e-01 7.90058648e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.35         	p              	-4.99873263e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87033413e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
165.35         	U              	(3.14300907e-03 -1.60107049e-03 -5.12633389e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992982e-01 7.90058664e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.4          	p              	-4.99873244e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032474e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
165.4          	U              	(3.14300809e-03 -1.60106955e-03 -5.12634028e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573702e+00 1.70992982e-01 7.90058662e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.45         	p              	-4.99873228e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87033414e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
165.45         	U              	(3.14300879e-03 -1.60107018e-03 -5.12633515e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573701e+00 1.70992982e-01 7.90058657e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.5          	p              	-4.99873301e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032317e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
165.5          	U              	(3.14300801e-03 -1.60106931e-03 -5.12634021e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573701e+00 1.70992983e-01 7.90058654e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.55         	p              	-4.99873199e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.87033371e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
165.55         	U              	(3.14300872e-03 -1.60107002e-03 -5.12633547e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16573701e+00 1.70992983e-01 7.90058647e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
165.6          	p              	-4.99873235e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.87032432e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
