0 	18.597364
0.0015 	18.252406
0.003 	17.907443
0.0045 	17.555239
0.006 	17.203043
0.0075 	17.075527
0.009 	16.948008
0.0105 	16.76534
0.012 	16.582675
0.0135 	16.442222
0.015 	16.301769
0.0165 	16.156761
0.018 	16.011755
0.0195 	15.876726
0.021 	15.741698
0.0225 	15.60847
0.024 	15.475243
0.0255 	15.345609
0.027 	15.215975
0.0285 	15.088141
0.03 	14.960307
0.0315 	14.834243
0.033 	14.708179
0.0345 	14.583326
0.036 	14.458475
0.0375 	14.334634
0.039 	14.210794
0.0405 	14.087718
0.042 	13.964643
0.0435 	13.842178
0.045 	13.719714
0.0465 	13.597726
0.048 	13.475738
0.0495 	13.354127
0.051 	13.232516
0.0525 	13.111201
0.054 	12.989886
0.0555 	12.868805
0.057 	12.747725
0.0585 	12.626828
0.06 	12.505932
0.0615 	12.385181
0.063 	12.26443
0.0645 	12.143795
0.066 	12.023159
0.0675 	11.902615
0.069 	11.782071
0.0705 	11.661597
0.072 	11.541124
0.0735 	11.420708
0.075 	11.300292
0.0765 	11.179921
0.078 	11.05955
0.0795 	10.939213
0.081 	10.818878
0.0825 	10.698569
0.084 	10.578261
0.0855 	10.457975
0.087 	10.33769
0.0885 	10.217421
0.09 	10.097153
0.0915 	9.976898
0.093 	9.8566435
0.0945 	9.7363999
0.096 	9.6161563
0.0975 	9.4959213
0.099 	9.3756864
0.1005 	9.2554583
0.102 	9.1352303
0.1035 	9.0150076
0.105 	8.894785
0.1065 	8.7745668
0.108 	8.6543485
0.1095 	8.5341338
0.111 	8.413919
0.1125 	8.293707
0.114 	8.1734951
0.1155 	8.0532853
0.117 	7.9330755
0.1185 	7.8128676
0.12 	7.6926596
0.1215 	7.5724532
0.123 	7.4522468
0.1245 	7.3320415
0.126 	7.2118363
0.1275 	7.091632
0.129 	6.9714278
0.1305 	6.8512244
0.132 	6.731021
0.1335 	6.6108183
0.135 	6.4906157
0.1365 	6.3704137
0.138 	6.2502116
0.1395 	6.1300102
0.141 	6.0098087
0.1425 	5.8896077
0.144 	5.7694068
0.1455 	5.6492063
0.147 	5.5290058
0.1485 	5.4088057
0.15 	5.2886057
0.1515 	5.168406
0.153 	5.0482064
0.1545 	4.9280071
0.156 	4.8078079
0.1575 	4.687609
0.159 	4.5674102
0.1605 	4.4472117
0.162 	4.3270132
0.1635 	4.2068151
0.165 	4.086617
0.1665 	3.9664192
0.168 	3.8462215
0.1695 	3.7260241
0.171 	3.6058267
0.1725 	3.4856297
0.174 	3.3654328
0.1755 	3.2452361
0.177 	3.1250396
0.1785 	3.0048433
0.18 	2.8846471
0.1815 	2.7644512
0.183 	2.6442554
0.1845 	2.5240599
0.186 	2.4038644
0.1875 	2.2836693
0.189 	2.1634743
0.1905 	2.0432796
0.192 	1.923085
0.1935 	1.8028907
0.195 	1.6826964
0.1965 	1.5625025
0.198 	1.4423087
0.1995 	1.3221152
0.201 	1.2019217
0.2025 	1.0817287
0.204 	0.96153566
0.2055 	0.841343
0.207 	0.72115034
0.2085 	0.6009581
0.21 	0.48076586
0.2115 	0.36057405
0.213 	0.24038223
0.2145 	0.12019111
0.216 	0
