# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1068           	U              	(-2.21798353e-01 -2.17900535e-01 -1.44924212e-19)	(2.66190925e+00 1.04815135e-01 1.11009894e-17)	(1.20990986e+00 1.28526377e-01 2.36338321e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1069           	p              	-4.60558735e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47297364e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1069           	U              	(-2.30840820e-01 -2.59590032e-01 -6.35186250e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21179033e+00 1.21095364e-01 2.41363256e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1070           	p              	-4.68107224e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47924100e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1070           	U              	(-2.31840062e-01 -2.89889384e-01 -5.67359595e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21674890e+00 2.46181565e-01 2.39093881e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1071           	p              	-4.73605227e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49045163e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1071           	U              	(-2.36118633e-01 -2.98332390e-01 -3.80809214e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21981411e+00 1.07888826e-01 2.22777274e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1072           	p              	-4.77506669e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50110612e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1072           	U              	(-2.46058771e-01 -2.69749685e-01 -4.91929940e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22627216e+00 1.54639909e-01 2.56155031e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1073           	p              	-4.79802280e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50722094e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1073           	U              	(-2.48699712e-01 -2.96328022e-01 -4.68408883e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.24947358e+00 1.34771866e-01 2.63502334e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1074           	p              	-4.80508188e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50878768e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1074           	U              	(-2.50397079e-01 -2.63351705e-01 -5.62479560e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.26718296e+00 1.09280590e-01 2.60814798e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1075           	p              	-4.79818431e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50602238e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1075           	U              	(-2.48481303e-01 -2.11849845e-01 -6.63100117e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.22760344e+00 2.42850581e-01 2.23141582e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1076           	p              	-4.77271125e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50206375e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1076           	U              	(-2.57698847e-01 -1.57212346e-01 -1.08988205e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22864815e+00 2.43547291e-01 2.19151202e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1077           	p              	-4.73304041e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49511097e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1077           	U              	(-2.61796722e-01 -8.04499706e-02 -1.24035225e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22916593e+00 2.44575888e-01 2.15338242e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1078           	p              	-4.67666633e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48705115e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1078           	U              	(-2.56210422e-01 5.54639570e-03 -1.31090849e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22912087e+00 2.45870092e-01 2.11565241e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1079           	p              	-4.60847159e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47856566e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1079           	U              	(-1.93497488e-01 -2.84730479e-01 -8.49491473e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23315195e+00 1.71219320e-01 9.90434298e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1080           	p              	-4.53372947e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47289646e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1080           	U              	(-2.30285492e-01 -5.93030365e-02 -3.94981784e-19)	(4.13525400e+00 -3.51948699e-01 0.00000000e+00)	(1.23178549e+00 2.48790077e-01 1.08030185e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1081           	p              	-4.62520743e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47335957e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1081           	U              	(-1.75774619e-01 -1.07621808e-01 -1.04410967e-18)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22560606e+00 1.75816807e-01 1.28809977e-19)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
1082           	p              	-4.69635192e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48060825e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1082           	U              	(-1.35584571e-01 -8.44739040e-02 -8.74764559e-19)	(4.86867407e+00 -3.50992127e-01 -1.99869807e-17)	(1.22345918e+00 2.52163767e-01 2.01799326e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1083           	p              	-4.74619088e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49333737e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1083           	U              	(-8.32153634e-02 -1.99540656e-01 -1.30983956e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22099715e+00 2.53618565e-01 2.01059879e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1084           	p              	-4.78106716e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50345672e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1084           	U              	(-8.75489819e-02 -2.01098622e-01 -1.29667415e-18)	(6.14432555e+00 -1.03066096e+00 1.83849068e-17)	(1.21835676e+00 2.54861770e-01 2.01623564e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1085           	p              	-4.80020434e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50846997e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1085           	U              	(-9.73750237e-02 -5.74650240e-02 -4.11569940e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21574915e+00 2.55782207e-01 2.03619716e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1086           	p              	-4.80435176e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50868284e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1086           	U              	(-9.28473947e-02 -9.02886984e-02 -4.12981833e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21340323e+00 2.56277269e-01 2.07108876e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1087           	p              	-4.79326907e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50555086e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1087           	U              	(-8.73601091e-02 -1.18245154e-01 -3.81638365e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22082149e+00 1.50081286e-01 1.38622969e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1088           	p              	-4.76432554e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50089610e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1088           	U              	(-1.75004273e-01 -9.47053974e-02 -1.88130176e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21605561e+00 1.48155641e-01 1.64683410e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1089           	p              	-4.72247519e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49255257e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1089           	U              	(-1.69437707e-01 -1.27717448e-01 -1.36286100e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21241904e+00 1.44403909e-01 1.89745230e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1090           	p              	-4.66248447e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48470371e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1090           	U              	(-1.93920027e-01 -1.60041711e-01 -1.50809863e-19)	(2.53567344e+00 -9.98388978e-02 3.65545506e-17)	(1.21020044e+00 1.39047196e-01 2.11671863e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1091           	p              	-4.59184034e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47667749e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1091           	U              	(-2.17303202e-01 -1.94267954e-01 -1.86611037e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21124611e+00 2.51321547e-01 2.33753159e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1092           	p              	-4.55469966e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47323358e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1092           	U              	(-2.32597760e-01 -2.33535299e-01 -6.36385004e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21057469e+00 1.25156141e-01 2.39665099e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1093           	p              	-4.64296562e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47465779e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1093           	U              	(-2.30736283e-01 -2.76049917e-01 -6.14070222e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21315823e+00 1.17807736e-01 2.40206228e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1094           	p              	-4.70951755e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48271983e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1094           	U              	(-2.33464988e-01 -2.96425374e-01 -4.95151586e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21792535e+00 2.45397407e-01 2.38638602e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1095           	p              	-4.75618520e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49549416e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1095           	U              	(-2.33606761e-01 -2.21794231e-01 -6.50244505e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22223917e+00 1.05568073e-01 2.14800346e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1096           	p              	-4.78688721e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50497448e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1096           	U              	(-2.24458973e-01 -1.96051147e-01 -6.80960327e-19)	(5.05062242e+00 8.10724339e-01 2.13488805e-17)	(1.23734340e+00 1.46266763e-01 2.60303912e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1097           	p              	-4.80177838e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50936499e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1097           	U              	(-2.49813052e-01 -2.83648306e-01 -5.12598535e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.25837536e+00 1.23786001e-01 2.63853277e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1098           	p              	-4.80311341e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50838117e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1098           	U              	(-2.50021728e-01 -2.41908573e-01 -6.03978711e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.23936385e+00 9.91699268e-02 1.48788635e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1099           	p              	-4.78845493e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50433409e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1099           	U              	(-2.56070624e-01 -1.38732706e-01 -1.95273805e-19)	(3.09346251e+00 -1.17981676e-01 3.97282477e-17)	(1.22812602e+00 2.43132662e-01 2.21298600e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1100           	p              	-4.75653656e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49869036e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1100           	U              	(-2.60911884e-01 -1.23789958e-01 -1.16734795e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22893599e+00 2.43988719e-01 2.17375646e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1101           	p              	-4.71011291e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49068949e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1101           	U              	(-2.60075757e-01 -4.24598137e-02 -1.28287923e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22920296e+00 2.45144873e-01 2.13635660e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1102           	p              	-4.64696826e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48290862e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1102           	U              	(-1.92122099e-01 -3.20041203e-01 -7.52511485e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22889455e+00 2.46535279e-01 2.09993666e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1103           	p              	-4.57424200e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47532187e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1103           	U              	(-1.91600102e-01 -2.49624192e-01 -9.16588797e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23247352e+00 2.47880758e-01 1.08252508e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1104           	p              	-4.57670494e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47293876e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1104           	U              	(-2.37677916e-01 -6.87177771e-02 -2.29150705e-19)	(4.33814014e+00 -5.83938024e-01 3.28248113e-17)	(1.23109134e+00 2.49554421e-01 1.07903102e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1105           	p              	-4.66009238e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47608820e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1105           	U              	(-1.71570843e-01 -5.98572080e-02 -1.09724316e-18)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22465945e+00 2.51317553e-01 2.02544280e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1106           	p              	-4.72185944e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48539339e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1106           	U              	(-8.94151932e-02 -2.51491924e-01 -1.18017193e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22236078e+00 2.52849150e-01 2.01319345e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1107           	p              	-4.76486226e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49800366e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1107           	U              	(-8.08084704e-02 -1.53552995e-01 -1.43559092e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22091443e+00 1.82546817e-01 1.09110708e-19)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1108           	p              	-4.79231583e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50617443e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1108           	U              	(-5.11400369e-02 -2.41656519e-01 -1.14678797e-18)	(6.46184419e+00 -1.02964921e+00 -3.40350469e-17)	(1.21714788e+00 2.55325632e-01 2.02397161e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1109           	p              	-4.80383720e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50927964e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1109           	U              	(-9.55014008e-02 -7.30373524e-02 -4.15695370e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21463673e+00 2.56060430e-01 2.05061393e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1110           	p              	-4.80208582e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50723135e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1110           	U              	(-9.03814291e-02 -1.03800456e-01 -4.02609369e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22375483e+00 1.50296870e-01 1.24644842e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1111           	p              	-4.78225228e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50365477e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1111           	U              	(-8.48557414e-02 -1.29038727e-01 -3.58390127e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21851932e+00 1.49419900e-01 1.50623847e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1112           	p              	-4.74711892e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49729783e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1112           	U              	(-1.72372963e-01 -1.11158488e-01 -1.64834027e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21422682e+00 1.46640945e-01 1.76423624e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1113           	p              	-4.69690920e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48886085e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1113           	U              	(-1.94973809e-01 -1.43486629e-01 -3.46575250e-19)	(2.41396006e+00 -9.50409361e-02 0.00000000e+00)	(1.21121070e+00 1.42122963e-01 2.00135782e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1114           	p              	-4.63118628e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48104516e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1114           	U              	(-2.21612000e-01 -1.72295076e-01 -2.51630167e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21055922e+00 2.52355992e-01 2.31126359e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1115           	p              	-4.55672391e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47369008e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1115           	U              	(-2.22263660e-01 -2.14795693e-01 -1.43066508e-19)	(2.66190925e+00 1.04815135e-01 1.11009894e-17)	(1.21200183e+00 2.50391389e-01 2.35714792e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1116           	p              	-4.59793355e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47284860e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1116           	U              	(-2.30862825e-01 -2.56017484e-01 -6.36927583e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21156913e+00 1.21727608e-01 2.41397087e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1117           	p              	-4.67586700e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47809370e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1117           	U              	(-2.31499668e-01 -2.88224344e-01 -5.77747690e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21653136e+00 2.46337048e-01 2.39161236e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1118           	p              	-4.73243382e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48905312e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1118           	U              	(-2.35595105e-01 -2.98516241e-01 -4.02648913e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21937477e+00 1.08353791e-01 2.24281750e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1119           	p              	-4.77264044e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50031650e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1119           	U              	(-2.44257978e-01 -2.62484586e-01 -5.16457572e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22478997e+00 1.03530656e-01 2.05822429e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1120           	p              	-4.79705775e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50687871e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1120           	U              	(-2.48270814e-01 -2.98636626e-01 -4.60653913e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.24762094e+00 1.36747828e-01 2.63139970e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
