# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 1.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          
503            	-2.06539625e-03	1.07586130e+00	1.46746202e-02	5.27191383e-03	9.40270634e-03
504            	-1.57852892e-03	1.07406624e+00	4.94326297e-02	2.31377859e-02	2.62948438e-02
505            	-9.72111182e-04	1.06998673e+00	8.00755719e-02	3.90656748e-02	4.10098972e-02
506            	-2.93703724e-04	1.06502937e+00	1.04751489e-01	5.20820406e-02	5.26694481e-02
507            	4.02592421e-04	1.06163210e+00	1.22147730e-01	6.14764576e-02	6.06712728e-02
508            	1.06219400e-03	1.06017017e+00	1.30910364e-01	6.65173759e-02	6.43929879e-02
509            	1.63816195e-03	1.06108347e+00	1.30627981e-01	6.69521525e-02	6.36758287e-02
510            	2.09465013e-03	1.06435456e+00	1.21691904e-01	6.29406019e-02	5.87513017e-02
511            	2.40658232e-03	1.06772476e+00	1.04374986e-01	5.45940754e-02	4.97809108e-02
512            	2.55783988e-03	1.07132722e+00	7.96644903e-02	4.23900850e-02	3.72744053e-02
513            	2.53552779e-03	1.07358980e+00	4.83642643e-02	2.67176599e-02	2.16466043e-02
514            	2.33565793e-03	1.07520160e+00	1.31821450e-02	8.92673045e-03	4.25541458e-03
515            	1.96605320e-03	1.07534070e+00	-2.27840684e-02	-9.42598097e-03	-1.33580874e-02
516            	1.44845688e-03	1.07334816e+00	-5.68280395e-02	-2.69655629e-02	-2.98624766e-02
517            	8.21283337e-04	1.06912278e+00	-8.62461343e-02	-4.23017838e-02	-4.39443505e-02
518            	1.34130517e-04	1.06425529e+00	-1.09350315e-01	-5.45410272e-02	-5.48092882e-02
519            	-5.58211026e-04	1.06104179e+00	-1.24910362e-01	-6.30133919e-02	-6.18969699e-02
520            	-1.20229418e-03	1.05992374e+00	-1.31638773e-01	-6.70216808e-02	-6.46170924e-02
521            	-1.75392518e-03	1.06158013e+00	-1.29337571e-01	-6.64227109e-02	-6.29148605e-02
522            	-2.17917852e-03	1.06506922e+00	-1.18430902e-01	-6.13946296e-02	-5.70362726e-02
523            	-2.45564661e-03	1.06860996e+00	-9.92825032e-02	-5.20968982e-02	-4.71856050e-02
524            	-2.56799608e-03	1.07216826e+00	-7.30282535e-02	-3.90821228e-02	-3.39461307e-02
525            	-2.50536497e-03	1.07407547e+00	-4.06006508e-02	-2.28056904e-02	-1.77949604e-02
526            	-2.26599091e-03	1.07549257e+00	-4.96331334e-03	-4.74764758e-03	-2.15665763e-04
527            	-1.86036944e-03	1.07496060e+00	3.07941390e-02	1.35367000e-02	1.72574389e-02
528            	-1.31409092e-03	1.07249133e+00	6.39855162e-02	3.06786672e-02	3.33068490e-02
529            	-6.68342815e-04	1.06796692e+00	9.20812302e-02	4.53722723e-02	4.67089579e-02
530            	2.48404271e-05	1.06344539e+00	1.13617750e-01	5.68337153e-02	5.67840345e-02
531            	7.10292673e-04	1.06065460e+00	1.27228709e-01	6.43246472e-02	6.29040619e-02
532            	1.33681546e-03	1.06008703e+00	1.31843315e-01	6.72584729e-02	6.45848420e-02
533            	1.86221951e-03	1.06237315e+00	1.27589696e-01	6.56570676e-02	6.19326286e-02
534            	2.25495553e-03	1.06586569e+00	1.14708207e-01	5.96090589e-02	5.50991478e-02
535            	2.49517068e-03	1.06940131e+00	9.38330075e-02	4.94116744e-02	4.44213330e-02
536            	2.56807828e-03	1.07258382e+00	6.60482174e-02	3.55921870e-02	3.04560304e-02
537            	2.46464984e-03	1.07445208e+00	3.25783059e-02	1.87538028e-02	1.38245031e-02
538            	2.18573880e-03	1.07579408e+00	-3.33321033e-03	5.19133632e-04	-3.85234396e-03
539            	1.74487780e-03	1.07475149e+00	-3.87625276e-02	-1.76363860e-02	-2.11261416e-02
540            	1.17184269e-03	1.07152566e+00	-7.09213677e-02	-3.42888412e-02	-3.66325266e-02
541            	5.10605138e-04	1.06670045e+00	-9.76500859e-02	-4.83144378e-02	-4.93356481e-02
542            	-1.85521709e-04	1.06259438e+00	-1.17541774e-01	-5.89564087e-02	-5.85853653e-02
543            	-8.62115095e-04	1.06044425e+00	-1.29136466e-01	-6.54303483e-02	-6.37061181e-02
544            	-1.46888545e-03	1.06045798e+00	-1.31640130e-01	-6.72889504e-02	-6.43511795e-02
545            	-1.96636349e-03	1.06323935e+00	-1.25440186e-01	-6.46864566e-02	-6.07537296e-02
546            	-2.32576270e-03	1.06654032e+00	-1.10699439e-01	-5.76754824e-02	-5.30239570e-02
547            	-2.52915647e-03	1.07010940e+00	-8.81474298e-02	-4.66028714e-02	-4.15445585e-02
548            	-2.56209579e-03	1.07304298e+00	-5.87940049e-02	-3.19590982e-02	-2.68349067e-02
549            	-2.41778372e-03	1.07490053e+00	-2.44808962e-02	-1.46582318e-02	-9.82266438e-03
550            	-2.10002790e-03	1.07590589e+00	1.15486763e-02	3.67431023e-03	7.87436604e-03
551            	-1.62564827e-03	1.07426968e+00	4.65033412e-02	2.16260223e-02	2.48773189e-02
552            	-1.02813156e-03	1.07041541e+00	7.75988104e-02	3.77712736e-02	3.98275368e-02
553            	-3.54031673e-04	1.06549691e+00	1.02847747e-01	5.10698420e-02	5.17779053e-02
554            	3.42705810e-04	1.06193067e+00	1.20952635e-01	6.08190234e-02	6.01336118e-02
555            	1.00771304e-03	1.06026823e+00	1.30531843e-01	6.62736345e-02	6.42582084e-02
556            	1.59270702e-03	1.06093187e+00	1.31006874e-01	6.70961442e-02	6.39107301e-02
557            	2.06090735e-03	1.06407422e+00	1.22829612e-01	6.34757134e-02	5.93538987e-02
558            	2.38612801e-03	1.06746389e+00	1.06184739e-01	5.54784977e-02	5.07062417e-02
559            	2.55187061e-03	1.07100547e+00	8.20819876e-02	4.35928644e-02	3.84891232e-02
560            	2.54493999e-03	1.07338407e+00	5.13065380e-02	2.81982090e-02	2.31083290e-02
561            	2.36034744e-03	1.07513223e+00	1.63104407e-02	1.05155678e-02	5.79487291e-03
562            	2.00474810e-03	1.07558381e+00	-1.97049669e-02	-7.84773534e-03	-1.18572316e-02
563            	1.49864128e-03	1.07370296e+00	-5.40378644e-02	-2.55202909e-02	-2.85175735e-02
564            	8.79140898e-04	1.06950594e+00	-8.39286144e-02	-4.10851663e-02	-4.28434481e-02
565            	1.95110235e-04	1.06453610e+00	-1.07629450e-01	-5.36196146e-02	-5.40098350e-02
566            	-4.99250594e-04	1.06125289e+00	-1.23927244e-01	-6.24628728e-02	-6.14643716e-02
567            	-1.14955534e-03	1.06000211e+00	-1.31438511e-01	-6.68688111e-02	-6.45697004e-02
568            	-1.71069852e-03	1.06138765e+00	-1.29888527e-01	-6.66549619e-02	-6.32335649e-02
569            	-2.14795349e-03	1.06479947e+00	-1.19720963e-01	-6.20084349e-02	-5.77125280e-02
570            	-2.43800729e-03	1.06823749e+00	-1.01275917e-01	-5.30759658e-02	-4.81999512e-02
571            	-2.56535791e-03	1.07186046e+00	-7.56205094e-02	-4.03756126e-02	-3.52448968e-02
572            	-2.51821996e-03	1.07389609e+00	-4.36030228e-02	-2.43197314e-02	-1.92832914e-02
573            	-2.29389808e-03	1.07541161e+00	-8.10861009e-03	-6.34820312e-03	-1.76040696e-03
574            	-1.90187819e-03	1.07510650e+00	2.77451396e-02	1.19706916e-02	1.57744480e-02
575            	-1.36618841e-03	1.07283083e+00	6.12930210e-02	2.92803221e-02	3.20126989e-02
576            	-7.27170850e-04	1.06840513e+00	8.99064455e-02	4.42260519e-02	4.56803936e-02
577            	-3.56288670e-05	1.06374496e+00	1.12062150e-01	5.59954461e-02	5.60667039e-02
578            	6.52717384e-04	1.06078970e+00	1.26400221e-01	6.38528277e-02	6.25473929e-02
579            	1.28603998e-03	1.06002744e+00	1.31811876e-01	6.71919781e-02	6.46198981e-02
580            	1.82171007e-03	1.06204943e+00	1.28339987e-01	6.59917035e-02	6.23482834e-02
581            	2.22723844e-03	1.06557377e+00	1.16217333e-01	6.03359048e-02	5.58814279e-02
582            	2.48146865e-03	1.06916399e+00	9.59641621e-02	5.04635497e-02	4.55006124e-02
583            	2.56942798e-03	1.07248850e+00	6.87552327e-02	3.69470443e-02	3.18081883e-02
584            	2.48155367e-03	1.07433126e+00	3.56693327e-02	2.03162200e-02	1.53531127e-02
585            	2.21770493e-03	1.07566643e+00	-1.47173112e-04	2.14411837e-03	-2.29129149e-03
586            	1.79025421e-03	1.07480735e+00	-3.57101564e-02	-1.60648240e-02	-1.96453324e-02
587            	1.22724968e-03	1.07190709e+00	-6.82871314e-02	-3.29163160e-02	-3.53708154e-02
588            	5.71474815e-04	1.06721793e+00	-9.55594739e-02	-4.72082621e-02	-4.83512118e-02
589            	-1.23772487e-04	1.06293410e+00	-1.16073094e-01	-5.81603194e-02	-5.79127744e-02
590            	-8.04017811e-04	1.06052203e+00	-1.28451646e-01	-6.50298411e-02	-6.34218054e-02
591            	-1.41876209e-03	1.06026066e+00	-1.31794532e-01	-6.73160283e-02	-6.44785041e-02
592            	-1.92733945e-03	1.06287906e+00	-1.26341129e-01	-6.50979037e-02	-6.12432248e-02
593            	-2.29967343e-03	1.06630000e+00	-1.12291751e-01	-5.84455488e-02	-5.38462019e-02
594            	-2.51726514e-03	1.06989180e+00	-9.03648519e-02	-4.76996911e-02	-4.26651608e-02
595            	-2.56552188e-03	1.07288521e+00	-6.15977861e-02	-3.33644149e-02	-2.82333712e-02
596            	-2.43687515e-03	1.07468862e+00	-2.76107610e-02	-1.62422556e-02	-1.13685053e-02
597            	-2.13405772e-03	1.07588475e+00	8.38251185e-03	2.05719821e-03	6.32531364e-03
598            	-1.67249530e-03	1.07449515e+00	4.35284576e-02	2.00917335e-02	2.34367241e-02
599            	-1.08422972e-03	1.07087626e+00	7.50507950e-02	3.64411678e-02	3.86096272e-02
600            	-4.14800275e-04	1.06595179e+00	1.00883611e-01	5.00270050e-02	5.08566056e-02
601            	2.82265548e-04	1.06217310e+00	1.19738940e-01	6.01517358e-02	5.95872047e-02
602            	9.52527251e-04	1.06032166e+00	1.30127396e-01	6.60162251e-02	6.41111706e-02
603            	1.54637543e-03	1.06072788e+00	1.31331224e-01	6.72119874e-02	6.41192365e-02
604            	2.02594931e-03	1.06374564e+00	1.23887382e-01	6.39696402e-02	5.99177416e-02
605            	2.36424972e-03	1.06708158e+00	1.07957474e-01	5.63429867e-02	5.16144873e-02
606            	2.54445762e-03	1.07064280e+00	8.44670201e-02	4.47779677e-02	3.96890524e-02
607            	2.55306591e-03	1.07322788e+00	5.42712189e-02	2.96886754e-02	2.45825436e-02
608            	2.38422966e-03	1.07508607e+00	1.95039182e-02	1.21361888e-02	7.36772943e-03
609            	2.04317925e-03	1.07575680e+00	-1.65625522e-02	-6.23809686e-03	-1.03244554e-02
610            	1.54894070e-03	1.07393991e+00	-5.11871541e-02	-2.40446364e-02	-2.71425178e-02
611            	9.37353836e-04	1.06982617e+00	-8.15528426e-02	-3.98390675e-02	-4.17137751e-02
612            	2.56572311e-04	1.06485460e+00	-1.05862431e-01	-5.26746431e-02	-5.31877877e-02
613            	-4.39219737e-04	1.06149919e+00	-1.22843218e-01	-6.18608286e-02	-6.09823892e-02
614            	-1.09537314e-03	1.06010158e+00	-1.31121103e-01	-6.66559247e-02	-6.44651785e-02
615            	-1.66574824e-03	1.06117546e+00	-1.30367991e-01	-6.68497438e-02	-6.35182473e-02
616            	-2.11502040e-03	1.06452479e+00	-1.20969353e-01	-6.25996969e-02	-5.83696561e-02
617            	-2.41881047e-03	1.06789400e+00	-1.03241789e-01	-5.40397049e-02	-4.92020840e-02
618            	-2.56124687e-03	1.07151442e+00	-7.81765319e-02	-4.16495128e-02	-3.65270191e-02
619            	-2.52963307e-03	1.07371178e+00	-4.65747888e-02	-2.58170275e-02	-2.07577613e-02
620            	-2.32043705e-03	1.07531440e+00	-1.12577929e-02	-7.94933351e-03	-3.30845941e-03
621            	-1.94225306e-03	1.07526799e+00	2.46622949e-02	1.03888944e-02	1.42734005e-02
622            	-1.41775376e-03	1.07315339e+00	5.85155518e-02	2.78400221e-02	3.06755297e-02
623            	-7.86086278e-04	1.06883620e+00	8.76310324e-02	4.30294299e-02	4.46016025e-02
624            	-9.72075248e-05	1.06405498e+00	1.10386378e-01	5.50959813e-02	5.52903964e-02
625            	5.93723874e-04	1.06093861e+00	1.25488301e-01	6.33378744e-02	6.21504266e-02
626            	1.23388984e-03	1.05995423e+00	1.31730525e-01	6.70991521e-02	6.46313725e-02
627            	1.77967417e-03	1.06175129e+00	1.28987245e-01	6.62732967e-02	6.27139484e-02
628            	2.19762079e-03	1.06525256e+00	1.17621183e-01	6.10082122e-02	5.66129707e-02
629            	2.46580134e-03	1.06881741e+00	9.80606212e-02	5.14961120e-02	4.65645093e-02
630            	2.56906509e-03	1.07230412e+00	7.14503954e-02	3.82942628e-02	3.31561326e-02
631            	2.49701745e-03	1.07420452e+00	3.87659874e-02	2.18800111e-02	1.68859762e-02
632            	2.24846212e-03	1.07557963e+00	3.05224740e-03	3.77458582e-03	-7.22338418e-04
633            	1.83462576e-03	1.07489448e+00	-3.26355638e-02	-1.44831562e-02	-1.81524077e-02
634            	1.28203668e-03	1.07226261e+00	-6.55988605e-02	-3.15173936e-02	-3.40814669e-02
635            	6.32472620e-04	1.06768427e+00	-9.33892690e-02	-4.60621619e-02	-4.73271071e-02
636            	-6.15442544e-05	1.06326213e+00	-1.14544874e-01	-5.73339814e-02	-5.72108929e-02
637            	-7.45134968e-04	1.06060484e+00	-1.27706952e-01	-6.45986107e-02	-6.31083408e-02
638            	-1.36738889e-03	1.06013457e+00	-1.31845770e-01	-6.72902741e-02	-6.45554963e-02
639            	-1.88658282e-03	1.06253185e+00	-1.27140153e-01	-6.54566591e-02	-6.16834935e-02
640            	-2.27168059e-03	1.06601860e+00	-1.13806881e-01	-5.91751212e-02	-5.46317600e-02
641            	-2.50341342e-03	1.06958771e+00	-9.25377668e-02	-4.87722968e-02	-4.37654700e-02
642            	-2.56713572e-03	1.07269803e+00	-6.43977085e-02	-3.47659900e-02	-2.96317185e-02
643            	-2.45440336e-03	1.07452174e+00	-3.07464998e-02	-1.78276533e-02	-1.29188466e-02
644            	-2.16667613e-03	1.07584447e+00	5.20500825e-03	4.35828001e-04	4.76918025e-03
645            	-1.71802156e-03	1.07467854e+00	4.05514966e-02	1.85577268e-02	2.19937699e-02
646            	-1.13916545e-03	1.07129145e+00	7.24777352e-02	3.50997021e-02	3.73780330e-02
647            	-4.74832378e-04	1.06640688e+00	9.88637853e-02	4.89570603e-02	4.99067250e-02
648            	2.21733278e-04	1.06240233e+00	1.18382169e-01	5.94128180e-02	5.89693515e-02
649            	8.96080836e-04	1.06040325e+00	1.29527767e-01	6.56599643e-02	6.38678026e-02
650            	1.49813398e-03	1.06056500e+00	1.31540330e-01	6.72682991e-02	6.42720312e-02
651            	1.98898228e-03	1.06343114e+00	1.24880959e-01	6.44294620e-02	6.04514974e-02
652            	2.34058872e-03	1.06669209e+00	1.09706201e-01	5.71936892e-02	5.25125117e-02
653            	2.53541862e-03	1.07023834e+00	8.68043307e-02	4.59375840e-02	4.08667467e-02
654            	2.55931982e-03	1.07306723e+00	5.71302893e-02	3.11244645e-02	2.60058248e-02
655            	2.40581483e-03	1.07498656e+00	2.26237404e-02	1.37176850e-02	8.90605535e-03
656            	2.07923815e-03	1.07589272e+00	-1.34267597e-02	-4.63414172e-03	-8.79261802e-03
657            	1.59732515e-03	1.07414512e+00	-4.82599240e-02	-2.25326369e-02	-2.57272872e-02
658            	9.94463749e-04	1.07015051e+00	-7.90788851e-02	-3.85449788e-02	-4.05339063e-02
659            	3.17807912e-04	1.06521685e+00	-1.03982108e-01	-5.16732459e-02	-5.23088617e-02
660            	-3.78613625e-04	1.06175706e+00	-1.21658646e-01	-6.12079366e-02	-6.04507093e-02
661            	-1.04037446e-03	1.06020854e+00	-1.30749446e-01	-6.64150976e-02	-6.43343487e-02
662            	-1.61994997e-03	1.06100827e+00	-1.30776837e-01	-6.70083687e-02	-6.37684687e-02
663            	-2.08114303e-03	1.06423807e+00	-1.22146173e-01	-6.31542296e-02	-5.89919436e-02
664            	-2.39838547e-03	1.06761988e+00	-1.05093062e-01	-5.49449166e-02	-5.01481456e-02
665            	-2.55540236e-03	1.07120789e+00	-8.06207593e-02	-4.28657820e-02	-3.77549773e-02
666            	-2.53918608e-03	1.07350473e+00	-4.95259546e-02	-2.73021634e-02	-2.22237912e-02
667            	-2.34539152e-03	1.07516233e+00	-1.44243575e-02	-9.55757029e-03	-4.86678724e-03
668            	-1.98139186e-03	1.07543033e+00	2.15572505e-02	8.79723337e-03	1.27600171e-02
669            	-1.46841016e-03	1.07349051e+00	5.57147291e-02	2.63889544e-02	2.93257747e-02
670            	-8.44326361e-04	1.06928414e+00	8.53219846e-02	4.18166659e-02	4.35053187e-02
671            	-1.58467402e-04	1.06435874e+00	1.08654906e-01	5.41689856e-02	5.44859204e-02
672            	5.34669529e-04	1.06111004e+00	1.24509595e-01	6.27894672e-02	6.17201282e-02
673            	1.18124372e-03	1.05993749e+00	1.31557427e-01	6.69599573e-02	6.45974699e-02
674            	1.73669907e-03	1.06149411e+00	1.29555613e-01	6.65145054e-02	6.30411073e-02
675            	2.16676090e-03	1.06494810e+00	1.18947577e-01	6.16405495e-02	5.73070277e-02
676            	2.44862485e-03	1.06845721e+00	1.00067053e-01	5.24821513e-02	4.75849016e-02
677            	2.56685226e-03	1.07206217e+00	7.40427536e-02	3.95882290e-02	3.44545245e-02
678            	2.51030570e-03	1.07399959e+00	4.17861780e-02	2.34033947e-02	1.83827833e-02
679            	2.27691526e-03	1.07544559e+00	6.21101655e-03	5.38242353e-03	8.28593016e-04
680            	1.87670429e-03	1.07500573e+00	-2.95864906e-02	-1.29165410e-02	-1.66699496e-02
681            	1.33460284e-03	1.07262417e+00	-6.29255279e-02	-3.01281611e-02	-3.27973668e-02
682            	6.91468014e-04	1.06814561e+00	-9.12266227e-02	-4.49218433e-02	-4.63047794e-02
683            	-1.14712531e-06	1.06357218e+00	-1.13010916e-01	-5.65066051e-02	-5.65043109e-02
684            	-6.87741396e-04	1.06070075e+00	-1.26902225e-01	-6.41388538e-02	-6.27633711e-02
685            	-1.31688235e-03	1.06004510e+00	-1.31817275e-01	-6.72255200e-02	-6.45917553e-02
686            	-1.84623317e-03	1.06223927e+00	-1.27872159e-01	-6.57823126e-02	-6.20898463e-02
687            	-2.24395374e-03	1.06576391e+00	-1.15294893e-01	-5.98914002e-02	-5.54034927e-02
688            	-2.48968009e-03	1.06932907e+00	-9.46634359e-02	-4.98213980e-02	-4.48420379e-02
689            	-2.56851745e-03	1.07254693e+00	-6.71066055e-02	-3.61218202e-02	-3.09847853e-02
690            	-2.47119329e-03	1.07439678e+00	-3.37788179e-02	-1.93606022e-02	-1.44182156e-02
691            	-2.19814807e-03	1.07574028e+00	2.09919253e-03	-1.14855180e-03	3.24774434e-03
692            	-1.76249777e-03	1.07478312e+00	3.75799836e-02	1.70274940e-02	2.05524895e-02
693            	-1.19335401e-03	1.07168602e+00	6.98982545e-02	3.37557732e-02	3.61424813e-02
694            	-5.34211258e-04	1.06690626e+00	9.68399428e-02	4.78857602e-02	4.89541827e-02
695            	1.61557112e-04	1.06272513e+00	1.16972737e-01	5.86479257e-02	5.83248115e-02
696            	8.39595070e-04	1.06047404e+00	1.28871866e-01	6.52755280e-02	6.35963379e-02
697            	1.44948983e-03	1.06038120e+00	1.31702671e-01	6.73008252e-02	6.44018456e-02
698            	1.95131979e-03	1.06309726e+00	1.25798690e-01	6.48506649e-02	6.09480253e-02
699            	2.31580556e-03	1.06644093e+00	1.11335283e-01	5.79834468e-02	5.33518357e-02
700            	2.52475434e-03	1.07003765e+00	8.90190720e-02	4.70342904e-02	4.19847817e-02
701            	2.56359696e-03	1.07301596e+00	5.98791143e-02	3.25031541e-02	2.73759602e-02
702            	2.42527811e-03	1.07482631e+00	2.56888624e-02	1.52697093e-02	1.04191531e-02
703            	2.11326718e-03	1.07588844e+00	-1.03226106e-02	-3.04803814e-03	-7.27457249e-03
704            	1.64385479e-03	1.07435784e+00	-4.53441895e-02	-2.10282400e-02	-2.43159496e-02
705            	1.04993790e-03	1.07061135e+00	-7.66083834e-02	-3.72542538e-02	-3.93541296e-02
706            	3.77628183e-04	1.06568839e+00	-1.02089158e-01	-5.06669509e-02	-5.14222072e-02
707            	-3.19282800e-04	1.06203609e+00	-1.20490524e-01	-6.05645447e-02	-5.99259791e-02
708            	-9.86390072e-04	1.06028907e+00	-1.30385669e-01	-6.61792248e-02	-6.42064447e-02
709            	-1.57484418e-03	1.06084817e+00	-1.31135202e-01	-6.71424450e-02	-6.39927567e-02
710            	-2.04746346e-03	1.06394426e+00	-1.23243825e-01	-6.36693760e-02	-5.95744491e-02
711            	-2.37775406e-03	1.06732674e+00	-1.06873521e-01	-5.58145144e-02	-5.10590063e-02
712            	-2.54912034e-03	1.07087779e+00	-8.30122515e-02	-4.40552461e-02	-3.89570054e-02
713            	-2.54825770e-03	1.07333015e+00	-5.24638052e-02	-2.87801603e-02	-2.36836449e-02
714            	-2.36979757e-03	1.07511648e+00	-1.75491104e-02	-1.11443528e-02	-6.40475763e-03
715            	-2.01981388e-03	1.07566402e+00	1.84920991e-02	7.22623568e-03	1.12658634e-02
716            	-1.51826799e-03	1.07381246e+00	5.29404136e-02	2.49519388e-02	2.79884748e-02
717            	-9.01811863e-04	1.06963703e+00	8.30113425e-02	4.06038594e-02	4.24074831e-02
718            	-2.19046905e-04	1.06465763e+00	1.06945163e-01	5.32535346e-02	5.36916284e-02
719            	4.75928607e-04	1.06135088e+00	1.23519329e-01	6.22355931e-02	6.12837359e-02
720            	1.12856859e-03	1.06004150e+00	1.31328939e-01	6.67930381e-02	6.45359009e-02
721            	1.69335019e-03	1.06130802e+00	1.30082589e-01	6.67346446e-02	6.33479442e-02
722            	2.13529117e-03	1.06469822e+00	1.20211891e-01	6.22412368e-02	5.79706544e-02
723            	2.43070606e-03	1.06809783e+00	1.02051160e-01	5.34562861e-02	4.85948740e-02
724            	2.56395217e-03	1.07172212e+00	7.66265842e-02	4.08772443e-02	3.57493399e-02
725            	2.52282405e-03	1.07383630e+00	4.47569929e-02	2.49013205e-02	1.98556724e-02
726            	2.30428961e-03	1.07539600e+00	9.32268358e-03	6.96563140e-03	2.35705218e-03
727            	1.91759036e-03	1.07517175e+00	-2.65499883e-02	-1.13574038e-02	-1.51925845e-02
728            	1.38621376e-03	1.07295896e+00	-6.02164534e-02	-2.87220129e-02	-3.14944405e-02
729            	7.50001217e-04	1.06857643e+00	-8.90340019e-02	-4.37669997e-02	-4.52670022e-02
730            	5.93843444e-05	1.06387408e+00	-1.11428742e-01	-5.56549869e-02	-5.57737556e-02
731            	-6.30017575e-04	1.06085120e+00	-1.26055579e-01	-6.36578070e-02	-6.23977719e-02
732            	-1.26597602e-03	1.06000382e+00	-1.31784357e-01	-6.71581545e-02	-6.46262025e-02
733            	-1.80557175e-03	1.06193763e+00	-1.28596092e-01	-6.61036180e-02	-6.24924745e-02
734            	-2.21596652e-03	1.06544380e+00	-1.16776646e-01	-6.06042896e-02	-5.61723565e-02
735            	-2.47567198e-03	1.06902766e+00	-9.67929142e-02	-5.08721291e-02	-4.59207851e-02
736            	-2.56963274e-03	1.07243793e+00	-6.98167860e-02	-3.74780257e-02	-3.23387602e-02
737            	-2.48795948e-03	1.07430311e+00	-3.68844535e-02	-2.09301862e-02	-1.59542673e-02
738            	-2.23006541e-03	1.07564661e+00	-1.09872474e-03	-2.77942778e-03	1.68070305e-03
739            	-1.80785083e-03	1.07484719e+00	3.45214872e-02	1.54528928e-02	1.90685945e-02
740            	-1.24881819e-03	1.07205045e+00	6.72499242e-02	3.23761439e-02	3.48737803e-02
741            	-5.95418722e-04	1.06739734e+00	9.47166236e-02	4.67628931e-02	4.79537305e-02
742            	9.93314540e-05	1.06305334e+00	1.15474102e-01	5.78363825e-02	5.76377196e-02
743            	7.80868579e-04	1.06055148e+00	1.28162949e-01	6.48623430e-02	6.33006058e-02
744            	1.39860920e-03	1.06021393e+00	1.31827440e-01	6.73123290e-02	6.45151106e-02
745            	1.91145027e-03	1.06276169e+00	1.26672416e-01	6.52476583e-02	6.14247578e-02
746            	2.28883674e-03	1.06621647e+00	1.12892480e-01	5.87350769e-02	5.41574034e-02
747            	2.51196615e-03	1.06978231e+00	9.12161527e-02	4.81200425e-02	4.30961102e-02
748            	2.56624765e-03	1.07280141e+00	6.26956839e-02	3.39140896e-02	2.87815943e-02
749            	2.44384127e-03	1.07459737e+00	2.88511701e-02	1.68694263e-02	1.19817438e-02
750            	2.14697334e-03	1.07587708e+00	-7.12948804e-03	-1.41777069e-03	-5.71171736e-03
751            	1.69043902e-03	1.07457807e+00	-4.23662723e-02	-1.94926971e-02	-2.28735752e-02
752            	1.10573774e-03	1.07104744e+00	-7.40571412e-02	-3.59228329e-02	-3.81343084e-02
753            	4.38190163e-04	1.06612492e+00	-1.00107336e-01	-4.96154779e-02	-5.04918582e-02
754            	-2.58815383e-04	1.06225401e+00	-1.19228193e-01	-5.98729120e-02	-5.93552813e-02
755            	-9.30772385e-04	1.06035758e+00	-1.29911509e-01	-6.58865270e-02	-6.40249822e-02
756            	-1.52784229e-03	1.06066528e+00	-1.31422135e-01	-6.72389099e-02	-6.41832253e-02
757            	-2.01180657e-03	1.06362506e+00	-1.24283706e-01	-6.41536594e-02	-6.01300463e-02
758            	-2.35532125e-03	1.06690955e+00	-1.08656275e-01	-5.66834587e-02	-5.19728163e-02
759            	-2.54130718e-03	1.07046146e+00	-8.53987522e-02	-4.52406833e-02	-4.01580689e-02
760            	-2.55597774e-03	1.07315405e+00	-5.54079843e-02	-3.02599699e-02	-2.51480144e-02
761            	-2.39320021e-03	1.07507302e+00	-2.07343718e-02	-1.27603861e-02	-7.97398569e-03
762            	-2.05784604e-03	1.07582392e+00	1.53237799e-02	5.60404392e-03	9.71973599e-03
763            	-1.56843406e-03	1.07401421e+00	5.00410413e-02	2.34520866e-02	2.65889547e-02
764            	-9.60203878e-04	1.06991881e+00	8.05889643e-02	3.93342783e-02	4.12546860e-02
765            	-2.80932280e-04	1.06495718e+00	1.05142475e-01	5.22903054e-02	5.28521700e-02
766            	4.15230254e-04	1.06158224e+00	1.22392319e-01	6.16113899e-02	6.07809294e-02
767            	1.07364575e-03	1.06014542e+00	1.30983212e-01	6.65652519e-02	6.44179604e-02
768            	1.64767683e-03	1.06110828e+00	1.30540865e-01	6.69181093e-02	6.36227556e-02
769            	2.10167530e-03	1.06440575e+00	1.21445812e-01	6.28245812e-02	5.86212306e-02
770            	2.41080865e-03	1.06777224e+00	1.03988882e-01	5.44052495e-02	4.95836323e-02
771            	2.55903542e-03	1.07138778e+00	7.91539909e-02	4.21360309e-02	3.70179600e-02
772            	2.53352501e-03	1.07363167e+00	4.77508849e-02	2.64089675e-02	2.13419174e-02
773            	2.33047002e-03	1.07523235e+00	1.25261823e-02	8.59356116e-03	3.93262113e-03
774            	1.95792888e-03	1.07530561e+00	-2.34286229e-02	-9.75638259e-03	-1.36722403e-02
775            	1.43794244e-03	1.07326874e+00	-5.74092647e-02	-2.72666899e-02	-3.01425748e-02
776            	8.09195718e-04	1.06901882e+00	-8.67252127e-02	-4.25534106e-02	-4.41718021e-02
777            	1.21416104e-04	1.06418912e+00	-1.09710302e-01	-5.47337349e-02	-5.49765671e-02
