# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1.23500000e-01	U              	(-7.05311287e-02 -6.48822442e-03 1.16027157e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.78814174e-02 3.81934705e-02 1.48862715e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.24000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.21681829e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.24000000e-01	U              	(-7.05172015e-02 -6.49164439e-03 1.16044837e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.78159278e-02 3.81669084e-02 1.48844434e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.24500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.21916069e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.24500000e-01	U              	(-7.05033522e-02 -6.49504190e-03 1.16062416e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.77506885e-02 3.81404180e-02 1.48826228e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.25000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.22149948e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.25000000e-01	U              	(-7.04895781e-02 -6.49841167e-03 1.16079896e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.76854530e-02 3.81140470e-02 1.48808097e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.25500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.22383472e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.25500000e-01	U              	(-7.04758895e-02 -6.50174796e-03 1.16097284e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.76201729e-02 3.80878981e-02 1.48790034e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.26000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.22616652e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.26000000e-01	U              	(-7.04622932e-02 -6.50506161e-03 1.16114580e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.75551795e-02 3.80619317e-02 1.48772030e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.26500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.22849478e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.26500000e-01	U              	(-7.04487704e-02 -6.50836602e-03 1.16131774e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.74904055e-02 3.80360231e-02 1.48754073e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.27000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.23081955e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.27000000e-01	U              	(-7.04353163e-02 -6.51165702e-03 1.16148873e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.74258686e-02 3.80101665e-02 1.48736166e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.27500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.23314080e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.27500000e-01	U              	(-7.04219268e-02 -6.51492627e-03 1.16165882e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.73613751e-02 3.79843708e-02 1.48718325e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.28000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.23545850e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.28000000e-01	U              	(-7.04086011e-02 -6.51815288e-03 1.16182806e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.72963701e-02 3.79587899e-02 1.48700546e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.28500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.23777284e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.28500000e-01	U              	(-7.03953706e-02 -6.52135304e-03 1.16199660e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.72317818e-02 3.79334807e-02 1.48682830e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.29000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.24008371e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.29000000e-01	U              	(-7.03822149e-02 -6.52455131e-03 1.16216419e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.71674396e-02 3.79082409e-02 1.48665171e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.29500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.24239115e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.29500000e-01	U              	(-7.03691253e-02 -6.52773657e-03 1.16233087e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.71033561e-02 3.78830489e-02 1.48647550e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.30000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.24469516e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.30000000e-01	U              	(-7.03560978e-02 -6.53090846e-03 1.16249669e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.70395417e-02 3.78579084e-02 1.48629982e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.30500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.24699575e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.30500000e-01	U              	(-7.03431238e-02 -6.53406200e-03 1.16266166e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.69759872e-02 3.78328186e-02 1.48612477e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.31000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.24929294e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.31000000e-01	U              	(-7.03302021e-02 -6.53719475e-03 1.16282582e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.69126805e-02 3.78077749e-02 1.48595041e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.31500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.25158673e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.31500000e-01	U              	(-7.03173331e-02 -6.54030828e-03 1.16298921e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.68496166e-02 3.77827784e-02 1.48577676e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.32000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.25387714e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.32000000e-01	U              	(-7.03045153e-02 -6.54340284e-03 1.16315183e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(6.48289167e-02 2.42327797e-02 1.57138406e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.32500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.25616416e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.32500000e-01	U              	(-7.02917478e-02 -6.54648146e-03 1.16331371e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(6.47868081e-02 2.42488532e-02 1.57092639e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.33000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.25844784e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.33000000e-01	U              	(-7.02790328e-02 -6.54954092e-03 1.16347488e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(6.47448919e-02 2.42648331e-02 1.57047053e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.33500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.26072816e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.33500000e-01	U              	(-7.02663692e-02 -6.55258366e-03 1.16363534e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(6.47031483e-02 2.42807277e-02 1.57001639e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.34000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.26300514e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.34000000e-01	U              	(-2.27553444e-02 -7.23839948e-02 1.18412648e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.46615716e-02 2.42965350e-02 1.56956388e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.34500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.26527879e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.34500000e-01	U              	(-2.27406322e-02 -7.23581629e-02 1.18434151e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.46201552e-02 2.43122491e-02 1.56911296e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.35000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.26754913e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.35000000e-01	U              	(-2.27259555e-02 -7.23324219e-02 1.18455579e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.45788995e-02 2.43278673e-02 1.56866359e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.35500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.26981616e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.35500000e-01	U              	(-2.27113142e-02 -7.23067710e-02 1.18476932e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.45378002e-02 2.43433947e-02 1.56821574e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.36000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.27207990e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.36000000e-01	U              	(-2.26967093e-02 -7.22812100e-02 1.18498210e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.44968544e-02 2.43588346e-02 1.56776935e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.36500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.27434036e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.36500000e-01	U              	(-2.26821395e-02 -7.22557378e-02 1.18519415e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.44560552e-02 2.43741898e-02 1.56732439e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.37000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.27659754e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.37000000e-01	U              	(-2.26676047e-02 -7.22303533e-02 1.18540546e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.44154012e-02 2.43894601e-02 1.56688085e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.37500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.27885147e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.37500000e-01	U              	(-2.26531052e-02 -7.22050551e-02 1.18561606e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.43748896e-02 2.44046459e-02 1.56643869e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.38000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.28110214e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.38000000e-01	U              	(-2.26386410e-02 -7.21798422e-02 1.18582593e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.43345174e-02 2.44197481e-02 1.56599789e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.38500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.28334958e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.38500000e-01	U              	(-2.26242108e-02 -7.21547133e-02 1.18603510e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.42942825e-02 2.44347679e-02 1.56555842e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.39000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.28559379e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.39000000e-01	U              	(-2.26098136e-02 -7.21296660e-02 1.18624357e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.42541816e-02 2.44497059e-02 1.56512026e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.39500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.28783478e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.39500000e-01	U              	(-2.25954488e-02 -7.21046981e-02 1.18645136e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.42142117e-02 2.44645641e-02 1.56468339e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.40000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.29007256e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.40000000e-01	U              	(-2.25811158e-02 -7.20798087e-02 1.18665847e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.41743698e-02 2.44793432e-02 1.56424778e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.40500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.29230714e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.40500000e-01	U              	(-2.25668141e-02 -7.20549967e-02 1.18686492e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.41346538e-02 2.44940430e-02 1.56381341e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.41000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.29453853e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.41000000e-01	U              	(-2.25525401e-02 -7.20302623e-02 1.18707073e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.40950574e-02 2.45086657e-02 1.56338026e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.41500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.29676675e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.41500000e-01	U              	(-2.25382896e-02 -7.20056058e-02 1.18727589e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.40555759e-02 2.45232138e-02 1.56294832e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.42000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.29899179e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.42000000e-01	U              	(-2.25240758e-02 -7.19810184e-02 1.18748044e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.40162267e-02 2.45376877e-02 1.56251761e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.42500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.30121367e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.42500000e-01	U              	(-2.25098857e-02 -7.19564991e-02 1.18768437e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.39769802e-02 2.45520932e-02 1.56208798e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.43000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.30343239e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.43000000e-01	U              	(-2.24956993e-02 -7.19320366e-02 1.18788772e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.39378548e-02 2.45664252e-02 1.56165948e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.43500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.30564796e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.43500000e-01	U              	(-2.24815296e-02 -7.19076300e-02 1.18809048e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.38988355e-02 2.45806878e-02 1.56123206e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.44000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.30786039e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.44000000e-01	U              	(-2.24673844e-02 -7.18832883e-02 1.18829270e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.38599257e-02 2.45948813e-02 1.56080574e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.44500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.31006968e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.44500000e-01	U              	(-2.24532651e-02 -7.18590108e-02 1.18849436e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.38211200e-02 2.46090063e-02 1.56038048e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.45000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.31227583e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.45000000e-01	U              	(-2.24391695e-02 -7.18347948e-02 1.18869548e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.37824173e-02 2.46230633e-02 1.55995629e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.45500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.31447885e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.45500000e-01	U              	(-2.24250975e-02 -7.18106393e-02 1.18889607e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.37438141e-02 2.46370521e-02 1.55953314e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.46000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.31667874e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.46000000e-01	U              	(-2.24110488e-02 -7.17865421e-02 1.18909614e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.37053073e-02 2.46509741e-02 1.55911103e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.46500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.31887549e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.46500000e-01	U              	(-2.23970238e-02 -7.17625021e-02 1.18929570e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.36668936e-02 2.46648297e-02 1.55868993e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.47000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.32106911e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.47000000e-01	U              	(-2.23830212e-02 -7.17385181e-02 1.18949477e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.36285701e-02 2.46786182e-02 1.55826983e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.47500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.32325960e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.47500000e-01	U              	(-2.23690406e-02 -7.17145866e-02 1.18969336e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.35903335e-02 2.46923407e-02 1.55785070e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.48000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.32544694e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.48000000e-01	U              	(-2.23550808e-02 -7.16907070e-02 1.18989149e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.35521803e-02 2.47059970e-02 1.55743255e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.48500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.32763112e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.48500000e-01	U              	(-2.23411406e-02 -7.16668777e-02 1.19008917e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.35141062e-02 2.47195851e-02 1.55701534e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.49000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.32981214e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.49000000e-01	U              	(-2.23272189e-02 -7.16430961e-02 1.19028642e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.34761074e-02 2.47331058e-02 1.55659906e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.49500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.33198997e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.49500000e-01	U              	(-2.23133147e-02 -7.16193601e-02 1.19048325e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.34381773e-02 2.47465601e-02 1.55618369e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.50000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.33416461e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.50000000e-01	U              	(-2.22994266e-02 -7.15956679e-02 1.19067969e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.34003146e-02 2.47599453e-02 1.55576921e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.50500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.33633602e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.50500000e-01	U              	(-2.22855541e-02 -7.15720171e-02 1.19087573e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.33625148e-02 2.47732601e-02 1.55535561e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.51000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.33850418e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.51000000e-01	U              	(-2.22716954e-02 -7.15484054e-02 1.19107141e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.33247728e-02 2.47865039e-02 1.55494288e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.51500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.34066906e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.51500000e-01	U              	(-2.22578493e-02 -7.15248296e-02 1.19126673e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.32870827e-02 2.47996755e-02 1.55453099e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.52000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.34283062e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.52000000e-01	U              	(-2.22440142e-02 -7.15012870e-02 1.19146172e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.32494395e-02 2.48127733e-02 1.55411995e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.52500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.34498882e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.52500000e-01	U              	(-2.22301886e-02 -7.14777744e-02 1.19165640e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.32118371e-02 2.48257956e-02 1.55370973e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.53000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.34714360e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.53000000e-01	U              	(-2.22163708e-02 -7.14542885e-02 1.19185078e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.31742694e-02 2.48387401e-02 1.55330033e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.53500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.34929492e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.53500000e-01	U              	(-2.22025591e-02 -7.14308260e-02 1.19204490e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.31367298e-02 2.48516045e-02 1.55289172e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.54000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.35144270e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.54000000e-01	U              	(-2.21887522e-02 -7.14073831e-02 1.19223876e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.30992128e-02 2.48643865e-02 1.55248389e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
1.54500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.35358689e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.54500000e-01	U              	(-2.21749474e-02 -7.13839568e-02 1.19243240e+00)	(3.38127829e-04 1.14544992e-03 1.50000000e-03)	(6.30617099e-02 2.48770844e-02 1.55207683e+00)	(-7.37362655e-04 -3.73830969e-04 1.50000000e-03)
