# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 1.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          
269            	5.81784813e-04	2.18256128e+00	-3.30043835e-04	4.16762895e-04	-7.46806730e-04
270            	5.45463500e-04	2.18251247e+00	4.89449470e-05	5.69935974e-04	-5.20991027e-04
271            	5.09515650e-04	2.18246459e+00	4.15482357e-04	7.17256829e-04	-3.01774472e-04
272            	4.73981868e-04	2.18241760e+00	7.69415315e-04	8.58689525e-04	-8.92742100e-05
273            	4.38900922e-04	2.18237150e+00	1.11062463e-03	9.94213236e-04	1.16411392e-04
274            	4.04309752e-04	2.18232627e+00	1.43901938e-03	1.12381944e-03	3.15199939e-04
275            	3.70243465e-04	2.18228192e+00	1.75452779e-03	1.24750736e-03	5.07020428e-04
276            	3.36735339e-04	2.18223841e+00	2.05709580e-03	1.36528324e-03	6.91812563e-04
277            	3.03816819e-04	2.18219573e+00	2.34667952e-03	1.47715658e-03	8.69522941e-04
278            	2.71517526e-04	2.18215387e+00	2.62326851e-03	1.58315178e-03	1.04011673e-03
279            	2.39865266e-04	2.18211280e+00	2.88687555e-03	1.68330304e-03	1.20357251e-03
280            	2.08886046e-04	2.18207252e+00	3.13752975e-03	1.77765092e-03	1.35987883e-03
281            	1.78604086e-04	2.18203302e+00	3.37527491e-03	1.86624154e-03	1.50903337e-03
282            	1.49041831e-04	2.18199428e+00	3.60017189e-03	1.94912778e-03	1.65104412e-03
283            	1.20220671e-04	2.18195629e+00	3.81225156e-03	2.02634645e-03	1.78590511e-03
284            	9.21588876e-05	2.18191903e+00	4.01167262e-03	2.09799520e-03	1.91367742e-03
285            	6.48737193e-05	2.18188250e+00	4.19858056e-03	2.16416400e-03	2.03441656e-03
286            	3.83807201e-05	2.18184667e+00	4.37308423e-03	2.22492284e-03	2.14816140e-03
287            	1.26937690e-05	2.18181155e+00	4.53529968e-03	2.28034361e-03	2.25495607e-03
288            	-1.21748900e-05	2.18177712e+00	4.68536910e-03	2.33050966e-03	2.35485944e-03
289            	-3.62146012e-05	2.18174336e+00	4.82347411e-03	2.37552246e-03	2.44795166e-03
290            	-5.94162598e-05	2.18171025e+00	4.94981636e-03	2.41549192e-03	2.53432444e-03
291            	-8.17722886e-05	2.18167780e+00	5.06459727e-03	2.45052634e-03	2.61407092e-03
292            	-1.03276612e-04	2.18164599e+00	5.16801494e-03	2.48073086e-03	2.68728408e-03
293            	-1.23924610e-04	2.18161482e+00	5.26027613e-03	2.50621346e-03	2.75406268e-03
294            	-1.43713090e-04	2.18158426e+00	5.34160592e-03	2.52708987e-03	2.81451605e-03
295            	-1.62640260e-04	2.18155430e+00	5.41224542e-03	2.54348245e-03	2.86876297e-03
296            	-1.80705677e-04	2.18152494e+00	5.47244401e-03	2.55551633e-03	2.91692768e-03
297            	-1.97910208e-04	2.18149616e+00	5.52245409e-03	2.56331684e-03	2.95913725e-03
298            	-2.14255987e-04	2.18146795e+00	5.56253198e-03	2.56701000e-03	2.99552198e-03
299            	-2.29746375e-04	2.18144031e+00	5.59294100e-03	2.56672412e-03	3.02621687e-03
300            	-2.44385919e-04	2.18141322e+00	5.61395344e-03	2.56259080e-03	3.05136264e-03
301            	-2.58180303e-04	2.18138666e+00	5.62584858e-03	2.55474399e-03	3.07110460e-03
302            	-2.71135684e-04	2.18136064e+00	5.62887373e-03	2.54330118e-03	3.08557255e-03
303            	-2.83260723e-04	2.18133514e+00	5.62336973e-03	2.52842414e-03	3.09494559e-03
304            	-2.94564176e-04	2.18131015e+00	5.60964191e-03	2.51025678e-03	3.09938513e-03
305            	-3.05055790e-04	2.18128566e+00	5.58795871e-03	2.48892356e-03	3.09903514e-03
306            	-3.14746254e-04	2.18126167e+00	5.55858957e-03	2.46454853e-03	3.09404104e-03
307            	-3.23647130e-04	2.18123815e+00	5.52182957e-03	2.43726765e-03	3.08456191e-03
308            	-3.31770791e-04	2.18121510e+00	5.47799237e-03	2.40722540e-03	3.07076698e-03
309            	-3.39130380e-04	2.18119251e+00	5.42738924e-03	2.37456424e-03	3.05282500e-03
310            	-3.45739780e-04	2.18117039e+00	5.37031756e-03	2.33941900e-03	3.03089856e-03
311            	-3.51613568e-04	2.18114870e+00	5.30706712e-03	2.30191999e-03	3.00514713e-03
312            	-3.56766976e-04	2.18112745e+00	5.23793156e-03	2.26219880e-03	2.97573276e-03
313            	-3.61215830e-04	2.18110662e+00	5.16321194e-03	2.22039014e-03	2.94282180e-03
314            	-3.64976507e-04	2.18108622e+00	5.08321097e-03	2.17662898e-03	2.90658199e-03
315            	-3.68065892e-04	2.18106622e+00	4.99822583e-03	2.13104702e-03	2.86717881e-03
316            	-3.70501342e-04	2.18104662e+00	4.90854677e-03	2.08377204e-03	2.82477473e-03
317            	-3.72300644e-04	2.18102742e+00	4.81446058e-03	2.03492965e-03	2.77953094e-03
318            	-3.73481969e-04	2.18100859e+00	4.71625382e-03	1.98464494e-03	2.73160888e-03
319            	-3.74063834e-04	2.18099015e+00	4.61421229e-03	1.93304231e-03	2.68116998e-03
320            	-3.74065056e-04	2.18097208e+00	4.50861818e-03	1.88024403e-03	2.62837415e-03
321            	-3.73504719e-04	2.18095436e+00	4.39974802e-03	1.82636929e-03	2.57337873e-03
322            	-3.72402133e-04	2.18093700e+00	4.28787284e-03	1.77153429e-03	2.51633855e-03
323            	-3.70776801e-04	2.18091999e+00	4.17325947e-03	1.71585293e-03	2.45740654e-03
324            	-3.68648379e-04	2.18090331e+00	4.05617111e-03	1.65943718e-03	2.39673393e-03
325            	-3.66036639e-04	2.18088697e+00	3.93686664e-03	1.60239668e-03	2.33446996e-03
326            	-3.62961439e-04	2.18087095e+00	3.81559941e-03	1.54483827e-03	2.27076114e-03
327            	-3.59442683e-04	2.18085525e+00	3.69261669e-03	1.48686566e-03	2.20575103e-03
328            	-3.55500296e-04	2.18083986e+00	3.56815989e-03	1.42857965e-03	2.13958024e-03
329            	-3.51154189e-04	2.18082477e+00	3.44246644e-03	1.37007903e-03	2.07238741e-03
330            	-3.46424230e-04	2.18080998e+00	3.31576319e-03	1.31145736e-03	2.00430582e-03
331            	-3.41330213e-04	2.18079549e+00	3.18827524e-03	1.25280740e-03	1.93546783e-03
332            	-3.35891832e-04	2.18078128e+00	3.06022199e-03	1.19421916e-03	1.86600283e-03
333            	-3.30128651e-04	2.18076735e+00	2.93181525e-03	1.13577897e-03	1.79603628e-03
334            	-3.24060082e-04	2.18075370e+00	2.80325911e-03	1.07756947e-03	1.72568964e-03
335            	-3.17705358e-04	2.18074032e+00	2.67475104e-03	1.01967016e-03	1.65508088e-03
336            	-3.11083510e-04	2.18072719e+00	2.54648276e-03	9.62157871e-04	1.58432489e-03
337            	-3.04213341e-04	2.18071433e+00	2.41867398e-03	9.05123649e-04	1.51355033e-03
338            	-2.97113400e-04	2.18070172e+00	2.29142743e-03	8.48600313e-04	1.44282711e-03
339            	-2.89802011e-04	2.18068935e+00	2.16493441e-03	7.92665194e-04	1.37226922e-03
340            	-2.82297180e-04	2.18067723e+00	2.03939364e-03	7.37399642e-04	1.30199400e-03
341            	-2.74616599e-04	2.18066534e+00	1.91497387e-03	6.82870337e-04	1.23210354e-03
342            	-2.66777645e-04	2.18065369e+00	1.79181030e-03	6.29127503e-04	1.16268279e-03
343            	-2.58797370e-04	2.18064226e+00	1.67002794e-03	5.76216598e-04	1.09381134e-03
344            	-2.50692479e-04	2.18063106e+00	1.54976074e-03	5.24187892e-04	1.02557285e-03
345            	-2.42479309e-04	2.18062007e+00	1.43114955e-03	4.73095465e-04	9.58054083e-04
346            	-2.34173810e-04	2.18060930e+00	1.31432757e-03	4.22989977e-04	8.91337596e-04
347            	-2.25791542e-04	2.18059874e+00	1.19941124e-03	3.73914077e-04	8.25497161e-04
348            	-2.17347668e-04	2.18058839e+00	1.08650346e-03	3.25904059e-04	7.60599396e-04
349            	-2.08856945e-04	2.18057823e+00	9.75702429e-04	2.78994269e-04	6.96708160e-04
350            	-2.00333711e-04	2.18056828e+00	8.67105812e-04	2.33219195e-04	6.33886617e-04
351            	-1.91791874e-04	2.18055851e+00	7.60807847e-04	1.88612049e-04	5.72195798e-04
352            	-1.83244909e-04	2.18054894e+00	6.56894455e-04	1.45202319e-04	5.11692137e-04
353            	-1.74705848e-04	2.18053955e+00	5.55441705e-04	1.03015004e-04	4.52426701e-04
354            	-1.66187283e-04	2.18053035e+00	4.56518117e-04	6.20717756e-05	3.94446341e-04
355            	-1.57701354e-04	2.18052132e+00	3.60187487e-04	2.23923898e-05	3.37795097e-04
356            	-1.49259752e-04	2.18051247e+00	2.66502235e-04	-1.60086351e-05	2.82510870e-04
357            	-1.40873714e-04	2.18050379e+00	1.75532312e-04	-5.31075578e-05	2.28639870e-04
358            	-1.32554007e-04	2.18049528e+00	8.73215390e-05	-8.88932377e-05	1.76214777e-04
359            	-1.24310950e-04	2.18048694e+00	1.90324970e-06	-1.23359325e-04	1.25262575e-04
360            	-1.16154404e-04	2.18047875e+00	-8.06906372e-05	-1.56499723e-04	7.58090857e-05
361            	-1.08093775e-04	2.18047073e+00	-1.60427276e-04	-1.88307413e-04	2.78801365e-05
362            	-1.00138005e-04	2.18046286e+00	-2.37277293e-04	-2.18776652e-04	-1.85006416e-05
363            	-9.22955829e-05	2.18045515e+00	-3.11219508e-04	-2.47905337e-04	-6.33141708e-05
364            	-8.45745424e-05	2.18044758e+00	-3.82241186e-04	-2.75695135e-04	-1.06546051e-04
365            	-7.69824689e-05	2.18044017e+00	-4.50332407e-04	-3.02148672e-04	-1.48183735e-04
366            	-6.95265015e-05	2.18043289e+00	-5.15494742e-04	-3.27273872e-04	-1.88220869e-04
367            	-6.22133405e-05	2.18042576e+00	-5.77723940e-04	-3.51075311e-04	-2.26648630e-04
