# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
66             	U              	(-1.70345429e-02 -2.71103804e-02 -6.96515812e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.18489838e+00 4.75655831e-02 1.39890457e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
67             	p              	-6.47328514e-01	(4.06193460e-02 -1.03340804e+00 0.00000000e+00)	6.74126254e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
67             	U              	(-1.75367685e-02 -2.57769132e-02 -6.78269459e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.18471280e+00 4.92506508e-02 1.39574368e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
68             	p              	-6.41718188e-01	(4.06193460e-02 -1.03340804e+00 0.00000000e+00)	6.74457367e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
68             	U              	(-1.80052517e-02 -2.44286424e-02 -6.61164923e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.18458253e+00 5.09749989e-02 1.39260572e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
69             	p              	-6.36247474e-01	(4.06193460e-02 -1.03340804e+00 0.00000000e+00)	6.74765729e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
69             	U              	(-1.84440239e-02 -2.30681903e-02 -6.45260640e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.18450874e+00 5.27372711e-02 1.38964500e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
70             	p              	-6.30935904e-01	(4.06193460e-02 -1.03340804e+00 0.00000000e+00)	6.75026094e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
70             	U              	(-1.88568348e-02 -2.16977180e-02 -6.30214106e-20)	(1.48871873e+00 1.76335018e-01 0.00000000e+00)	(1.18449184e+00 5.45350946e-02 1.38681071e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
71             	p              	-6.25762924e-01	(4.06193460e-02 -1.03340804e+00 0.00000000e+00)	6.75245183e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
71             	U              	(-2.04903661e-05 -4.57956382e-02 -6.54780295e-20)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.18453082e+00 5.63668165e-02 1.38397700e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
72             	p              	-6.20703895e-01	(4.06193460e-02 -1.03340804e+00 0.00000000e+00)	6.75442952e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
72             	U              	(-1.02284022e-03 -4.43386332e-02 -6.45879996e-20)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.18462348e+00 5.82316238e-02 1.38109435e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
73             	p              	-6.15755033e-01	(4.06193460e-02 -1.03340804e+00 0.00000000e+00)	6.75630616e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
73             	U              	(-1.97186420e-03 -4.28604461e-02 -6.37160246e-20)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.18476725e+00 6.01286716e-02 1.37821653e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
74             	p              	-6.10929059e-01	(4.06193460e-02 -1.03340804e+00 0.00000000e+00)	6.75805944e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
74             	U              	(-2.87181334e-03 -4.13641913e-02 -6.28765926e-20)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.15031382e+00 1.22028344e-01 1.54923740e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
75             	p              	-6.06237259e-01	(4.06193460e-02 -1.03340804e+00 0.00000000e+00)	6.75961986e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
75             	U              	(-3.72689844e-03 -3.98525945e-02 -6.20657904e-20)	(1.85765077e+00 2.20093220e-01 -1.06142564e-17)	(1.15179519e+00 1.24428085e-01 1.55242140e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
76             	p              	-6.04923683e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76095261e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
76             	U              	(-1.16260848e-02 -3.02082868e-02 -6.41715316e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.15327426e+00 1.26828964e-01 1.55552394e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
77             	p              	-6.05292475e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76206905e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
77             	U              	(-1.14721344e-02 -2.97837816e-02 -6.31555510e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.15474678e+00 1.29227652e-01 1.55848592e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
78             	p              	-6.05619637e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76299063e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
78             	U              	(-1.13028769e-02 -2.93425903e-02 -6.21880974e-20)	(1.02819339e+00 -5.75773652e-01 -2.16706732e-17)	(1.15620868e+00 1.31621278e-01 1.56126908e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
79             	p              	-6.05905719e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76372142e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
79             	U              	(-2.19508557e-02 -1.55967185e-02 -6.85610361e-20)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.15765628e+00 1.34007297e-01 1.56387834e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
80             	p              	-6.06151972e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76425477e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
80             	U              	(-2.29913917e-02 -1.48805913e-02 -6.79519608e-20)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.15908630e+00 1.36383305e-01 1.56633906e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
81             	p              	-6.06356516e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76459399e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
81             	U              	(-2.39514016e-02 -1.41208752e-02 -6.73479648e-20)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.16049584e+00 1.38746984e-01 1.56866731e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
82             	p              	-6.06514818e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76475766e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
82             	U              	(-2.48348149e-02 -1.33220825e-02 -6.67487897e-20)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.16188237e+00 1.41096111e-01 1.57085746e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
83             	p              	-6.06623002e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76476605e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
83             	U              	(-2.56453770e-02 -1.24884362e-02 -6.61558097e-20)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.16324357e+00 1.43428659e-01 1.57289132e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
84             	p              	-6.06679956e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76462832e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
84             	U              	(-2.63867842e-02 -1.16239073e-02 -6.55702760e-20)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.16457730e+00 1.45742847e-01 1.57475202e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
85             	p              	-6.06686270e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76434485e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
85             	U              	(6.36781523e-03 -3.61450135e-02 -1.22417046e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.16588161e+00 1.48037118e-01 1.57644254e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
86             	p              	-6.06642273e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76391519e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
86             	U              	(5.21178237e-03 -3.48295299e-02 -1.21375585e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.16715481e+00 1.50309970e-01 1.57797331e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
87             	p              	-6.06546735e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76334883e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
87             	U              	(4.10398929e-03 -3.35016019e-02 -1.20314960e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19048686e+00 8.88204788e-02 1.34405662e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
88             	p              	-6.06398133e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76265954e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
88             	U              	(3.04137090e-03 -3.21641662e-02 -1.19260417e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19101612e+00 9.09395608e-02 1.34177704e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
89             	p              	-6.06195734e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76186074e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
89             	U              	(2.02101242e-03 -3.08200383e-02 -1.18227366e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19154580e+00 9.30568927e-02 1.33943187e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
90             	p              	-6.05939197e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.76096271e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
90             	U              	(1.04019059e-03 -2.94720239e-02 -1.17215971e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19207373e+00 9.51700733e-02 1.33704653e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
91             	p              	-6.05628944e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.75997004e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
91             	U              	(9.63730244e-05 -2.81228670e-02 -1.16225889e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19259747e+00 9.72773812e-02 1.33465112e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
92             	p              	-6.05264806e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.75889422e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
92             	U              	(-8.12763456e-04 -2.67752076e-02 -1.15256406e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19311445e+00 9.93770884e-02 1.33227153e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
93             	p              	-6.04846411e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.75775035e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
93             	U              	(-1.68930986e-03 -2.54315875e-02 -1.14306883e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19362221e+00 1.01467529e-01 1.32990885e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
94             	p              	-6.04373865e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.75655058e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
94             	U              	(-2.53518976e-03 -2.40944377e-02 -1.13377103e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19411869e+00 1.03547099e-01 1.32755597e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
95             	p              	-6.03848856e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.75529319e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
95             	U              	(-3.35218547e-03 -2.27661024e-02 -1.12467022e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19460217e+00 1.05614231e-01 1.32520663e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
96             	p              	-6.03271978e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.75398787e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
96             	U              	(-4.14194041e-03 -2.14488454e-02 -1.11576530e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19507115e+00 1.07667391e-01 1.32285436e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
97             	p              	-6.02643695e-01	(2.01798769e-01 1.01443079e+00 1.39798975e-17)	6.75264653e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
97             	U              	(-4.90595839e-03 -2.01448440e-02 -1.10705291e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19552423e+00 1.09705095e-01 1.32049412e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
98             	p              	-6.01993397e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.75128031e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
98             	U              	(-5.64546952e-03 -1.88563512e-02 -1.09820861e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19596004e+00 1.11725909e-01 1.31812270e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
99             	p              	-6.01433655e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.74989675e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
99             	U              	(-6.36172429e-03 -1.75852662e-02 -1.08950767e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19637730e+00 1.13728450e-01 1.31573744e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
100            	p              	-6.00821472e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.75053598e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
100            	U              	(-7.05582931e-03 -1.63334033e-02 -1.08100666e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19677487e+00 1.15711375e-01 1.31333630e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
101            	p              	-6.00157996e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.75208307e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
101            	U              	(-7.72874621e-03 -1.51025263e-02 -1.07270319e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19715174e+00 1.17673389e-01 1.31091751e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
102            	p              	-5.99444484e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.75351773e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
102            	U              	(-8.38126315e-03 -1.38943061e-02 -1.06459459e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19750703e+00 1.19613246e-01 1.30847992e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
103            	p              	-5.98682269e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.75484852e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
103            	U              	(-9.01412023e-03 -1.27103668e-02 -1.05667319e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19783997e+00 1.21529751e-01 1.30602363e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
104            	p              	-5.97872618e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.75608441e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
104            	U              	(-9.62799645e-03 -1.15522040e-02 -1.04893384e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19814989e+00 1.23421757e-01 1.30354952e-19)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
105            	p              	-5.97016713e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.75723507e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
105            	U              	(-1.02235067e-02 -1.04211550e-02 -1.04137191e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19845677e+00 1.39293359e-01 1.39035509e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
106            	p              	-5.96116140e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.75830625e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
106            	U              	(-1.08012095e-02 -9.31841363e-03 -1.03398495e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19909622e+00 1.41081159e-01 1.38633144e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
107            	p              	-5.95172716e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.75930320e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
107            	U              	(-1.13616011e-02 -8.24506413e-03 -1.02676703e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.19969550e+00 1.42835171e-01 1.38219622e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
108            	p              	-5.94188250e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76023192e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
108            	U              	(-1.19051487e-02 -7.20211920e-03 -1.01971962e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.20025486e+00 1.44554769e-01 1.37795961e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
109            	p              	-5.93164414e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76110016e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
109            	U              	(-1.24322478e-02 -6.19053434e-03 -1.01283823e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.20077458e+00 1.46239360e-01 1.37362950e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
110            	p              	-5.92103118e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76191257e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
110            	U              	(-1.29433278e-02 -5.21114692e-03 -1.00611720e-19)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.20125495e+00 1.47888415e-01 1.36921099e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
111            	p              	-5.91006132e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76267598e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
111            	U              	(-1.34386286e-02 -4.26474465e-03 -9.99543728e-20)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.20169633e+00 1.49501466e-01 1.36471355e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
112            	p              	-5.89875137e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76340037e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
112            	U              	(-1.39188915e-02 -3.35174862e-03 -9.92887257e-20)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.20209879e+00 1.51078590e-01 1.36016196e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
113            	p              	-5.88712022e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76409061e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
113            	U              	(-1.43839486e-02 -2.47285202e-03 -9.86379641e-20)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.20246293e+00 1.52619050e-01 1.35556001e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
114            	p              	-5.87518821e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76474828e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
114            	U              	(-1.48339555e-02 -1.62854632e-03 -9.80012407e-20)	(2.41396006e+00 9.50409361e-02 0.00000000e+00)	(1.20278939e+00 1.54122309e-01 1.35090533e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
115            	p              	-5.86297585e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76537537e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
115            	U              	(3.11815168e-03 -1.51665159e-03 -5.77363303e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.20307872e+00 1.55588120e-01 1.34620013e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
116            	p              	-5.85050207e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76597602e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
116            	U              	(3.03807466e-03 -1.44906796e-03 -5.75525342e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.20333150e+00 1.57016276e-01 1.34144796e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
117            	p              	-5.83778614e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76655491e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
117            	U              	(2.96131731e-03 -1.38444921e-03 -5.73663808e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.20354839e+00 1.58406584e-01 1.33665081e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
118            	p              	-5.82484778e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76711629e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
118            	U              	(2.88787290e-03 -1.32278672e-03 -5.71780795e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.20373009e+00 1.59758867e-01 1.33181846e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
119            	p              	-5.81170781e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76766275e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
119            	U              	(2.81773075e-03 -1.26406779e-03 -5.69878531e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.20387733e+00 1.61073006e-01 1.32695862e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
120            	p              	-5.79838650e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76819634e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
120            	U              	(2.75087504e-03 -1.20827481e-03 -5.67959507e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.20399091e+00 1.62348941e-01 1.32206182e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
121            	p              	-5.78490317e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76871921e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
121            	U              	(2.68728382e-03 -1.15538469e-03 -5.66026286e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.20407166e+00 1.63586644e-01 1.31712133e-19)	(5.86556298e-01 3.03870809e+00 1.36761254e-17)
122            	p              	-5.77127552e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76923415e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
122            	U              	(2.62692945e-03 -1.10536987e-03 -5.64081313e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.18758401e+00 2.10410048e-01 1.54152931e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
123            	p              	-5.75752199e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.76974386e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
123            	U              	(2.56977955e-03 -1.05819873e-03 -5.62127065e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.18747975e+00 2.11376844e-01 1.53894331e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
124            	p              	-5.74366242e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.77025000e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
124            	U              	(2.51579736e-03 -1.01383560e-03 -5.60165968e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.18734733e+00 2.12305458e-01 1.53634295e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
125            	p              	-5.72971609e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.77075399e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
125            	U              	(2.46494210e-03 -9.72240922e-04 -5.58200415e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.18718779e+00 2.13196269e-01 1.53373276e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
126            	p              	-5.71570084e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.77125711e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
126            	U              	(2.41716913e-03 -9.33371472e-04 -5.56232765e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.18700215e+00 2.14049658e-01 1.53111608e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
127            	p              	-5.70163299e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.77176081e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
127            	U              	(2.37242990e-03 -8.97181092e-04 -5.54265303e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.18679143e+00 2.14866032e-01 1.52849595e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
128            	p              	-5.68752892e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.77226597e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
128            	U              	(2.33067193e-03 -8.63620763e-04 -5.52298763e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.18655663e+00 2.15645822e-01 1.52587436e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
129            	p              	-5.67340611e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.77277278e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
129            	U              	(2.29183978e-03 -8.32638958e-04 -5.50335116e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.18629878e+00 2.16389521e-01 1.52325659e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
130            	p              	-5.65928188e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.77328123e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
130            	U              	(2.25587584e-03 -8.04181784e-04 -5.48378477e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.18601894e+00 2.17097612e-01 1.52064830e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
131            	p              	-5.64517240e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.77379158e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
131            	U              	(2.22272013e-03 -7.78192540e-04 -5.46430828e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.18571812e+00 2.17770595e-01 1.51805396e-19)	(1.15329171e-01 2.92862646e+00 -1.96469762e-17)
132            	p              	-5.63109211e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.77430445e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
