# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1.54500000e-01	U              	(-7.40097411e-03 -7.12184115e-02 1.33801605e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59145060e-02 3.66735498e-02 1.46212372e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.55000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87058224e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.55000000e-01	U              	(-7.40094988e-03 -7.12183860e-02 1.33801651e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59143245e-02 3.66734014e-02 1.46212291e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.55500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87053362e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.55500000e-01	U              	(-7.40092627e-03 -7.12183575e-02 1.33801690e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141447e-02 3.66732545e-02 1.46212204e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.56000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87042388e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.56000000e-01	U              	(-7.40090353e-03 -7.12183259e-02 1.33801724e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59139680e-02 3.66731102e-02 1.46212111e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.56500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87025644e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.56500000e-01	U              	(-7.40088128e-03 -7.12182921e-02 1.33801751e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59137955e-02 3.66729693e-02 1.46212012e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.57000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87003501e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.57000000e-01	U              	(-7.40085998e-03 -7.12182563e-02 1.33801772e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59136284e-02 3.66728329e-02 1.46211910e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.57500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86976355e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.57500000e-01	U              	(-7.40083978e-03 -7.12182187e-02 1.33801787e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59134679e-02 3.66727019e-02 1.46211804e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.58000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86944627e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.58000000e-01	U              	(-7.40082078e-03 -7.12181799e-02 1.33801795e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59133149e-02 3.66725770e-02 1.46211697e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.58500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86908753e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.58500000e-01	U              	(-7.40080305e-03 -7.12181400e-02 1.33801799e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59131702e-02 3.66724590e-02 1.46211588e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.59000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86869184e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.59000000e-01	U              	(-7.40078668e-03 -7.12180996e-02 1.33801796e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59130346e-02 3.66723485e-02 1.46211479e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.59500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86826382e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.59500000e-01	U              	(-7.40077174e-03 -7.12180589e-02 1.33801789e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59129089e-02 3.66722460e-02 1.46211370e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.60000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86780812e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.60000000e-01	U              	(-7.40075828e-03 -7.12180183e-02 1.33801776e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59127935e-02 3.66721520e-02 1.46211263e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.60500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86732945e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.60500000e-01	U              	(-7.40074636e-03 -7.12179780e-02 1.33801759e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59126889e-02 3.66720669e-02 1.46211158e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.61000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86683248e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.61000000e-01	U              	(-7.40073599e-03 -7.12179384e-02 1.33801737e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59125955e-02 3.66719909e-02 1.46211056e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.61500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86632184e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.61500000e-01	U              	(-7.40072720e-03 -7.12178997e-02 1.33801711e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59125136e-02 3.66719243e-02 1.46210958e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.62000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86580206e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.62000000e-01	U              	(-7.40071998e-03 -7.12178622e-02 1.33801682e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59124432e-02 3.66718671e-02 1.46210863e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.62500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86527757e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.62500000e-01	U              	(-7.40071433e-03 -7.12178261e-02 1.33801649e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59123846e-02 3.66718196e-02 1.46210774e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.63000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86475266e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.63000000e-01	U              	(-7.40071023e-03 -7.12177917e-02 1.33801613e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59123376e-02 3.66717815e-02 1.46210689e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.63500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86423142e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.63500000e-01	U              	(-7.40070765e-03 -7.12177591e-02 1.33801575e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59123021e-02 3.66717529e-02 1.46210610e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.64000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86371778e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.64000000e-01	U              	(-7.40070653e-03 -7.12177286e-02 1.33801535e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59122780e-02 3.66717335e-02 1.46210537e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.64500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86321541e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.64500000e-01	U              	(-7.40070684e-03 -7.12177003e-02 1.33801493e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59122649e-02 3.66717232e-02 1.46210471e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.65000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86272778e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.65000000e-01	U              	(-7.40070851e-03 -7.12176742e-02 1.33801449e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59122625e-02 3.66717216e-02 1.46210411e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.65500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86225807e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.65500000e-01	U              	(-7.40071147e-03 -7.12176506e-02 1.33801405e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59122704e-02 3.66717284e-02 1.46210358e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.66000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86180919e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.66000000e-01	U              	(-7.40071565e-03 -7.12176295e-02 1.33801360e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59122880e-02 3.66717431e-02 1.46210312e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.66500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86138380e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.66500000e-01	U              	(-7.40072095e-03 -7.12176110e-02 1.33801315e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59123150e-02 3.66717655e-02 1.46210273e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.67000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86098422e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.67000000e-01	U              	(-7.40072731e-03 -7.12175951e-02 1.33801270e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59123505e-02 3.66717948e-02 1.46210241e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.67500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86061250e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.67500000e-01	U              	(-7.40073461e-03 -7.12175818e-02 1.33801226e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59123941e-02 3.66718307e-02 1.46210216e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.68000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86027037e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.68000000e-01	U              	(-7.40074276e-03 -7.12175711e-02 1.33801183e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59124451e-02 3.66718726e-02 1.46210198e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.68500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85995927e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.68500000e-01	U              	(-7.40075167e-03 -7.12175630e-02 1.33801141e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59125027e-02 3.66719199e-02 1.46210186e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.69000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85968032e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
1.69000000e-01	U              	(-7.40076123e-03 -7.12175575e-02 1.33801100e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59125661e-02 3.66719720e-02 1.46210182e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.69500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85943436e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
1.69500000e-01	U              	(-7.40077135e-03 -7.12175545e-02 1.33801061e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59126348e-02 3.66720283e-02 1.46210183e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.70000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85922193e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
1.70000000e-01	U              	(-7.40078191e-03 -7.12175538e-02 1.33801024e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59127079e-02 3.66720882e-02 1.46210191e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.70500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85904328e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.70500000e-01	U              	(-7.40079281e-03 -7.12175555e-02 1.33800989e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59127846e-02 3.66721510e-02 1.46210204e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.71000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85889838e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.71000000e-01	U              	(-7.40080397e-03 -7.12175594e-02 1.33800957e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59128643e-02 3.66722162e-02 1.46210223e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.71500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85878697e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.71500000e-01	U              	(-7.40081527e-03 -7.12175654e-02 1.33800927e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59129461e-02 3.66722832e-02 1.46210247e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.72000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85870850e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.72000000e-01	U              	(-7.40082663e-03 -7.12175734e-02 1.33800899e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59130293e-02 3.66723513e-02 1.46210275e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.72500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85866221e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.72500000e-01	U              	(-7.40083797e-03 -7.12175831e-02 1.33800875e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59131133e-02 3.66724200e-02 1.46210308e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.73000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85864712e+01	(1.45036143e-03 1.43951181e-04 1.50000000e-03)
1.73000000e-01	U              	(-7.40084922e-03 -7.12175945e-02 1.33800853e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59131973e-02 3.66724886e-02 1.46210344e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.73500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85866205e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.73500000e-01	U              	(-7.40086022e-03 -7.12176073e-02 1.33800834e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59132807e-02 3.66725568e-02 1.46210384e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.74000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85870563e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.74000000e-01	U              	(-7.40087078e-03 -7.12176217e-02 1.33800818e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59133629e-02 3.66726239e-02 1.46210427e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.74500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85877632e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.74500000e-01	U              	(-7.40088108e-03 -7.12176371e-02 1.33800804e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59134433e-02 3.66726895e-02 1.46210472e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.75000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85887245e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.75000000e-01	U              	(-7.40089108e-03 -7.12176534e-02 1.33800794e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59135213e-02 3.66727532e-02 1.46210519e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.75500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85899220e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.75500000e-01	U              	(-7.40090058e-03 -7.12176705e-02 1.33800786e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59135963e-02 3.66728145e-02 1.46210568e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.76000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85913367e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.76000000e-01	U              	(-7.40090952e-03 -7.12176884e-02 1.33800782e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59136681e-02 3.66728730e-02 1.46210617e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.76500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85929486e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.76500000e-01	U              	(-7.40091788e-03 -7.12177067e-02 1.33800780e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59137361e-02 3.66729285e-02 1.46210668e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.77000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85947367e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.77000000e-01	U              	(-7.40092562e-03 -7.12177254e-02 1.33800780e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59138000e-02 3.66729806e-02 1.46210718e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.77500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85966800e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.77500000e-01	U              	(-7.40093271e-03 -7.12177442e-02 1.33800783e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59138594e-02 3.66730290e-02 1.46210769e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.78000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85987569e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.78000000e-01	U              	(-7.40093911e-03 -7.12177630e-02 1.33800788e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59139141e-02 3.66730735e-02 1.46210819e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.78500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86009455e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.78500000e-01	U              	(-7.40094481e-03 -7.12177817e-02 1.33800796e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59139638e-02 3.66731140e-02 1.46210868e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.79000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86032243e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.79000000e-01	U              	(-7.40094979e-03 -7.12178002e-02 1.33800805e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59140084e-02 3.66731503e-02 1.46210916e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.79500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86055717e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.79500000e-01	U              	(-7.40095405e-03 -7.12178182e-02 1.33800817e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59140477e-02 3.66731822e-02 1.46210962e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.80000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86079667e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.80000000e-01	U              	(-7.40095757e-03 -7.12178358e-02 1.33800830e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59140816e-02 3.66732098e-02 1.46211006e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.80500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86103884e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.80500000e-01	U              	(-7.40096037e-03 -7.12178526e-02 1.33800845e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141101e-02 3.66732329e-02 1.46211048e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.81000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86128170e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.81000000e-01	U              	(-7.40096244e-03 -7.12178688e-02 1.33800861e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141332e-02 3.66732517e-02 1.46211088e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.81500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86152333e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.81500000e-01	U              	(-7.40096382e-03 -7.12178841e-02 1.33800879e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141510e-02 3.66732660e-02 1.46211126e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.82000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86176189e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.82000000e-01	U              	(-7.40096450e-03 -7.12178985e-02 1.33800897e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141635e-02 3.66732761e-02 1.46211160e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.82500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86199566e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.82500000e-01	U              	(-7.40096452e-03 -7.12179119e-02 1.33800917e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141709e-02 3.66732819e-02 1.46211192e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.83000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86222300e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.83000000e-01	U              	(-7.40096391e-03 -7.12179242e-02 1.33800937e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141733e-02 3.66732837e-02 1.46211220e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.83500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86244242e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.83500000e-01	U              	(-7.40096269e-03 -7.12179354e-02 1.33800957e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141708e-02 3.66732816e-02 1.46211246e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.84000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86265254e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.84000000e-01	U              	(-7.40096090e-03 -7.12179455e-02 1.33800978e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141638e-02 3.66732757e-02 1.46211268e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.84500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86285210e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.84500000e-01	U              	(-7.40095857e-03 -7.12179544e-02 1.33800998e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141524e-02 3.66732662e-02 1.46211287e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.85000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86304000e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.85000000e-01	U              	(-7.40095576e-03 -7.12179620e-02 1.33801019e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141370e-02 3.66732535e-02 1.46211303e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.85500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86321525e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.85500000e-01	U              	(-7.40095249e-03 -7.12179685e-02 1.33801040e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59141178e-02 3.66732376e-02 1.46211315e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
