0.005 	0.00348 	2.1060624e-11 	1
0.015 	0.00348 	4.3535799e-12 	1
0.025 	0.00348 	1.0826761e-11 	1
0.035 	0.00348 	1.2299221e-11 	1
0.045 	0.00348 	4.8356559e-12 	1
0.055 	0.00348 	1.4373916e-11 	1
0.065 	0.00348 	5.176455e-12 	1
0.075 	0.00348 	6.0401238e-12 	1
0.085 	0.00348 	4.4291092e-12 	1
0.095 	0.00348 	1.9323061e-11 	1
0.105 	0.00348 	1.9785129e-11 	1
0.115 	0.00348 	4.7684632e-12 	1
0.125 	0.00348 	1.2176841e-11 	1
0.135 	0.00348 	9.195016e-12 	1
0.145 	0.00348 	5.6167372e-12 	1
0.155 	0.00348 	7.2824953e-12 	1
0.165 	0.00348 	2.4244972e-11 	1
0.175 	0.00348 	8.5236993e-12 	1
0.185 	0.00348 	1.844672e-11 	1
0.195 	0.00348 	1.086422e-11 	1
0.205 	0.00348 	1.3967425e-11 	1
0.215 	0.00348 	9.0358983e-12 	1
0.225 	0.00348 	1.1005274e-11 	1
0.235 	0.00348 	3.5332057e-12 	1
0.245 	0.00348 	7.7531227e-12 	1
0.255 	0.00348 	1.3159389e-11 	1
0.265 	0.00348 	4.8793951e-12 	1
0.275 	0.00348 	5.5428751e-12 	1
0.285 	0.00348 	9.2660988e-12 	1
0.295 	0.00348 	5.4556747e-12 	1
0.305 	0.00348 	6.7617927e-12 	1
0.315 	0.00348 	6.1142639e-12 	1
0.325 	0.00348 	1.8979816e-11 	1
0.335 	0.00348 	7.1911264e-12 	1
0.345 	0.00348 	1.5424991e-11 	1
0.355 	0.00348 	1.7941413e-12 	1
0.365 	0.00348 	2.427943e-12 	1
0.375 	0.00348 	9.6509705e-13 	1
0.385 	0.00348 	7.728724e-12 	1
0.395 	0.00348 	9.1804548e-12 	1
0.405 	0.00348 	7.9101279e-12 	1
0.415 	0.00348 	3.2718597e-11 	1
0.425 	0.00348 	5.9827126e-12 	1
0.435 	0.00348 	7.5293691e-12 	1
0.445 	0.00348 	7.9461974e-12 	1
0.455 	0.00348 	4.9682861e-09 	1
0.465 	0.0034799972 	2.7810542e-06 	0.9999969
0.475 	0.0034792632 	0.00067016263 	0.99923368
0.485 	0.0034332073 	0.040033051 	0.95392667
0.495 	0.0029655998 	0.45107457 	0.56711399
0.505 	0.0026240871 	0.98777309 	0.28979529
0.515 	0.0037322079 	0.77116105 	0.25216104
0.525 	0.0027960087 	0.018922486 	0.10234651
0.535 	0.0027800116 	1.4083991e-05 	0.1000017
0.545 	0.00278 	6.2648706e-09 	0.1
0.555 	0.00278 	2.1938634e-12 	0.1
0.565 	0.00278 	4.9913708e-12 	0.1
0.575 	0.00278 	1.0796332e-11 	0.1
0.585 	0.00278 	1.0310564e-11 	0.1
0.595 	0.00278 	1.1827194e-11 	0.1
0.605 	0.00278 	1.3007788e-11 	0.1
0.615 	0.00278 	7.6306553e-12 	0.1
0.625 	0.00278 	4.3732974e-12 	0.1
0.635 	0.00278 	1.9836951e-12 	0.1
0.645 	0.00278 	4.9473059e-12 	0.1
0.655 	0.00278 	7.0276771e-12 	0.1
0.665 	0.00278 	1.0661696e-11 	0.1
0.675 	0.00278 	7.7444248e-12 	0.1
0.685 	0.00278 	9.7151337e-12 	0.1
0.695 	0.00278 	2.1863768e-11 	0.1
0.705 	0.00278 	9.896221e-12 	0.1
0.715 	0.00278 	4.9893729e-12 	0.1
0.725 	0.00278 	1.100589e-11 	0.1
0.735 	0.00278 	6.1396096e-12 	0.1
0.745 	0.00278 	3.7152661e-12 	0.1
0.755 	0.00278 	5.8141181e-12 	0.1
0.765 	0.00278 	6.6055095e-12 	0.1
0.775 	0.00278 	9.1628246e-12 	0.1
0.785 	0.00278 	5.3868444e-12 	0.1
0.795 	0.00278 	1.2263957e-11 	0.1
0.805 	0.00278 	1.073534e-11 	0.1
0.815 	0.00278 	1.8011645e-11 	0.1
0.825 	0.00278 	5.3511597e-12 	0.1
0.835 	0.00278 	2.6675049e-11 	0.1
0.845 	0.00278 	6.9258955e-12 	0.1
0.855 	0.00278 	4.2407699e-12 	0.1
0.865 	0.00278 	4.9819362e-12 	0.1
0.875 	0.00278 	1.1682013e-11 	0.1
0.885 	0.00278 	2.2675804e-11 	0.1
0.895 	0.00278 	1.2020657e-11 	0.1
0.905 	0.00278 	1.2906283e-11 	0.1
0.915 	0.00278 	9.3664996e-12 	0.1
0.925 	0.00278 	1.0773023e-11 	0.1
0.935 	0.00278 	3.6148215e-11 	0.1
0.945 	0.00278 	1.2165783e-11 	0.1
0.955 	0.00278 	5.8815473e-12 	0.1
0.965 	0.00278 	4.1776695e-12 	0.1
0.975 	0.00278 	1.3872713e-11 	0.1
0.985 	0.00278 	5.158473e-12 	0.1
0.995 	0.00278 	1.3362471e-11 	0.1
