"T","Points:0","Points:1","Points:2"
3.6906e-22,3.5,0,0.5
1.2626e-12,3.5,0,0.5
0.28167,3.5,0,0.5
0.29708,3.5,0,0.5
0.30537,3.5,0,0.5
0.30965,3.5,0,0.5
0.31178,3.5,0,0.5
0.31281,3.5,0,0.5
0.31329,3.5,0,0.5
0.31338,3.5,0,0.5
0.31338,3.5,0,0.5
0.31338,3.5,0,0.5
2.1028e-07,3.5,0,0.5
0.31338,3.5,0,0.5
0.31338,3.5,0,0.5
0.31338,3.5,0,0.5
0.31338,3.5,0,0.5
0.00012927,3.5,0,0.5
0.0041904,3.5,0,0.5
0.028538,3.5,0,0.5
0.083209,3.5,0,0.5
0.15153,3.5,0,0.5
0.21177,3.5,0,0.5
0.25478,3.5,0,0.5
