# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
0.05           	p              	-3.75998068e+01	(1.30675477e+01 -1.93303998e+01 1.31458292e-17)	5.02749531e+01	(8.50121714e+00 1.93303998e+01 -3.37940727e-17)
71.35          	p              	-8.33191761e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57447247e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.35          	U              	(-2.12009121e-01 -1.13685162e-01 -2.92105694e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.40807844e+00 7.51986358e-02 2.48907797e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.4           	p              	-8.37808113e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57561846e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.4           	U              	(-2.09990392e-01 -9.45419152e-02 -2.99019830e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41079921e+00 7.39584366e-02 2.49960911e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.45          	p              	-8.41602501e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57985170e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.45          	U              	(-2.07560366e-01 -7.53061587e-02 -3.08788435e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41347602e+00 7.27790559e-02 2.51029415e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.5           	p              	-8.45555762e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58141340e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.5           	U              	(-2.04738773e-01 -5.61001390e-02 -3.16017781e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41610625e+00 7.16609765e-02 2.52041446e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.55          	p              	-8.49180699e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58380798e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.55          	U              	(-2.01540504e-01 -3.69493156e-02 -3.23410167e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41868718e+00 7.06047225e-02 2.53007571e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.6           	p              	-8.52756773e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58734143e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.6           	U              	(-1.98084380e-01 -1.78054612e-02 -3.29777300e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.42122091e+00 6.96107656e-02 2.53884748e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.65          	p              	-8.55681487e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59118042e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.65          	U              	(-1.94206723e-01 1.11259665e-03 -3.33661869e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.42369849e+00 6.86869494e-02 2.54660600e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.7           	p              	-8.59298547e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58899933e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.7           	U              	(-3.06171307e-01 -7.61922394e-01 -7.24624189e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.42612420e+00 6.78290244e-02 2.55413891e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.75          	p              	-8.62246593e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59168098e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.75          	U              	(-2.97228907e-01 -7.56143221e-01 -7.64186872e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.42849559e+00 6.70398416e-02 2.56071061e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.8           	p              	-8.64703711e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59514514e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.8           	U              	(-2.87205621e-01 -7.49423039e-01 -7.99832964e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43081030e+00 6.63193492e-02 2.56691642e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.85          	p              	-8.67513986e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59452564e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.85          	U              	(-2.76218863e-01 -7.41847026e-01 -8.32679332e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43306846e+00 6.56682182e-02 2.57221271e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.9           	p              	-8.69676684e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59634887e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.9           	U              	(-2.64403326e-01 -7.33520279e-01 -8.61001657e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43526341e+00 6.50902048e-02 2.57680892e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
71.95          	p              	-8.71935592e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59594198e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
71.95          	U              	(-2.51859140e-01 -7.24533423e-01 -8.86646401e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43739684e+00 6.45813468e-02 2.58118708e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72             	p              	-8.74045619e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59596412e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72             	U              	(-2.38732632e-01 -7.14951245e-01 -9.10687562e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43946781e+00 6.41459319e-02 2.58405075e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.05          	p              	-8.75385343e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59890726e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.05          	U              	(-2.25176877e-01 -7.04849176e-01 -9.31005035e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.44147328e+00 6.37819775e-02 2.58700677e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.1           	p              	-8.76899175e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59852785e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.1           	U              	(-2.11280646e-01 -6.94345380e-01 -9.45980872e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.44340953e+00 6.34955353e-02 2.58824376e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.15          	p              	-8.78283830e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.60011803e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.15          	U              	(-3.57203224e-01 -4.70338718e-01 -3.69911247e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.44528081e+00 6.32829199e-02 2.58916502e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.2           	p              	-8.79629873e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59768741e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.2           	U              	(-3.57528810e-01 -4.55136611e-01 -3.82432355e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.44708503e+00 6.31448540e-02 2.58936087e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.25          	p              	-8.80317027e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59780874e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.25          	U              	(-3.56954512e-01 -4.39435953e-01 -3.93471868e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.44881707e+00 6.30813933e-02 2.58913981e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.3           	p              	-8.80938035e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59716438e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.3           	U              	(-3.55539412e-01 -4.23273384e-01 -4.03129132e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.45047770e+00 6.30902815e-02 2.58826321e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.35          	p              	-8.81232792e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59689249e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.35          	U              	(-3.53379225e-01 -4.06714465e-01 -4.11625308e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.45206308e+00 6.31756116e-02 2.58615352e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.4           	p              	-8.81710962e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.59531192e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.4           	U              	(-2.01207209e-01 -8.21874783e-01 -1.61352290e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.45357729e+00 6.33335993e-02 2.58360775e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.45          	p              	-8.81746751e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.59444816e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.45          	U              	(-1.93950451e-01 -8.17658083e-01 -1.72661225e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.45501614e+00 6.35667020e-02 2.58018790e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.5           	p              	-8.81731729e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.59394612e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.5           	U              	(-1.85627702e-01 -8.12415580e-01 -1.84487409e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.45637933e+00 6.38740686e-02 2.57605899e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.55          	p              	-8.81642530e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.59188351e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.55          	U              	(-1.76416370e-01 -8.06266379e-01 -1.95930236e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.45766596e+00 6.42558256e-02 2.57113856e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
72.6           	p              	-8.81087287e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.59137066e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.6           	U              	(-1.66487167e-01 -7.99356367e-01 -2.06727618e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47322490e+00 2.86548486e-01 2.56796996e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
72.65          	p              	-8.80465685e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.59121287e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.65          	U              	(-1.56009949e-01 -7.91793610e-01 -2.17128991e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47416779e+00 2.87011508e-01 2.56477408e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
72.7           	p              	-8.79670510e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.58818247e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.7           	U              	(-1.45112380e-01 -7.83706866e-01 -2.26313829e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47500464e+00 2.87498087e-01 2.56088180e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
72.75          	p              	-8.78608065e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.58810823e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.75          	U              	(-1.33985364e-01 -7.75188595e-01 -2.35755930e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47573684e+00 2.88008230e-01 2.55649363e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
72.8           	p              	-8.77271418e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.58764545e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.8           	U              	(-3.55826630e-01 -1.27614742e-01 -3.27667034e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47636312e+00 2.88541853e-01 2.55141816e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
72.85          	p              	-8.75946960e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.58340184e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.85          	U              	(-3.54374068e-01 -1.08085200e-01 -3.25477475e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47688115e+00 2.89098091e-01 2.54572874e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
72.9           	p              	-8.73991791e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.58388151e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.9           	U              	(-3.52681137e-01 -8.85618960e-02 -3.24619137e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47729086e+00 2.89675915e-01 2.53952808e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
72.95          	p              	-8.72466863e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57980083e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
72.95          	U              	(-3.50741871e-01 -6.90357131e-02 -3.22245083e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47759605e+00 2.90274343e-01 2.53298058e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73             	p              	-8.70301517e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57870342e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73             	U              	(-3.48557529e-01 -4.95268582e-02 -3.18588919e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47779410e+00 2.90893674e-01 2.52561327e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.05          	p              	-8.68074274e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57681205e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.05          	U              	(-3.46177363e-01 -2.99941077e-02 -3.15463607e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47788583e+00 2.91533071e-01 2.51782512e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.1           	p              	-8.65602692e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57381183e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.1           	U              	(-3.43672537e-01 -1.04775626e-02 -3.11751302e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47786982e+00 2.92191501e-01 2.50944230e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.15          	p              	-8.62844616e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57337513e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.15          	U              	(-3.41193374e-01 9.02021812e-03 -3.10309241e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47774763e+00 2.92868340e-01 2.50061891e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.2           	p              	-8.60143625e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57015424e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.2           	U              	(-2.64112282e-01 -9.37986785e-02 -3.88350303e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47751957e+00 2.93563302e-01 2.49122318e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.25          	p              	-8.57153285e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.56788701e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.25          	U              	(-2.58574482e-01 -7.46381584e-02 -3.80234616e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47718624e+00 2.94275463e-01 2.48136428e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.3           	p              	-8.53827793e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.56746791e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.3           	U              	(-2.53274055e-01 -5.53746144e-02 -3.75207353e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47674973e+00 2.95003441e-01 2.47114743e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.35          	p              	-8.50358245e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.56419663e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.35          	U              	(-2.48176300e-01 -3.62089268e-02 -3.63802496e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47620730e+00 2.95746198e-01 2.46028661e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.4           	p              	-8.46868783e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.56217244e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.4           	U              	(-2.43261444e-01 -1.70789966e-02 -3.53899194e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47555990e+00 2.96504468e-01 2.44889528e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.45          	p              	-8.43105852e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.56008704e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.45          	U              	(-2.38557750e-01 2.04951852e-03 -3.44527984e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47480947e+00 2.97276613e-01 2.43721100e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.5           	p              	-8.39296045e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.55594763e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.5           	U              	(-2.34086504e-01 2.11944476e-02 -3.35148332e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47395650e+00 2.98060971e-01 2.42510443e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.55          	p              	-8.35241235e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.55486628e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.55          	U              	(-3.01460631e-01 -2.34808570e-01 -1.68803571e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.47300378e+00 2.98857257e-01 2.41261846e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.6           	p              	-8.33105451e-01	(2.17191579e+00 2.57367490e-01 0.00000000e+00)	5.55227562e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.6           	U              	(-3.04972023e-01 -2.15540198e-01 -1.69694740e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.47195268e+00 2.99664661e-01 2.39973853e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.65          	p              	-8.31520709e-01	(2.17191579e+00 2.57367490e-01 0.00000000e+00)	5.55011142e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.65          	U              	(-3.08094693e-01 -1.95920106e-01 -1.71662564e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.47079952e+00 3.00482746e-01 2.38619200e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.7           	p              	-8.31215652e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.54822525e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.7           	U              	(-3.10855580e-01 -1.75943242e-01 -1.73979475e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.46954829e+00 3.01310199e-01 2.37253261e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.75          	p              	-8.31190894e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.54815493e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.75          	U              	(-3.13315060e-01 -1.55594021e-01 -1.76257053e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.46820063e+00 3.02145010e-01 2.35857614e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.8           	p              	-8.30979549e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.54367642e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.8           	U              	(-3.43791090e-01 -4.22733135e-02 -1.87470727e-19)	(2.33015639e+00 -6.57447678e-01 2.76334051e-17)	(1.46675966e+00 3.02988335e-01 2.34416300e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.85          	p              	-8.30064305e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.54104957e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.85          	U              	(-3.45045362e-01 -2.09300918e-02 -1.88026203e-19)	(2.33015639e+00 -6.57447678e-01 2.76334051e-17)	(1.46522397e+00 3.03838113e-01 2.32941775e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.9           	p              	-8.28259075e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.53879360e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.9           	U              	(-3.46214095e-01 6.26211619e-04 -1.87809027e-19)	(2.33015639e+00 -6.57447678e-01 2.76334051e-17)	(1.46359407e+00 3.04693391e-01 2.31433194e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
73.95          	p              	-8.27071451e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.53618667e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
73.95          	U              	(-3.47333207e-01 2.24097546e-02 -1.87809230e-19)	(2.33015639e+00 -6.57447678e-01 2.76334051e-17)	(1.46187292e+00 3.05554037e-01 2.29897013e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
74             	p              	-8.24989936e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.53608606e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74             	U              	(-3.22057624e-01 -4.93299470e-02 -1.87467255e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.46006127e+00 3.06418561e-01 2.28332809e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
74.05          	p              	-8.22769584e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.53381134e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74.05          	U              	(-3.23320734e-01 -2.73091546e-02 -1.86836308e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.45828775e+00 1.04743733e-01 2.16325368e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
74.1           	p              	-8.20700688e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.53208671e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74.1           	U              	(-3.24748825e-01 -4.82783518e-03 -1.87474952e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.45703332e+00 1.06815925e-01 2.14358369e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
74.15          	p              	-8.19125813e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.52942275e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74.15          	U              	(-3.25874553e-01 1.77421249e-02 -1.90557012e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.45569816e+00 1.08915549e-01 2.12399536e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
74.2           	p              	-8.18107900e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.52748504e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74.2           	U              	(-2.31969753e-01 -1.72557425e-01 -9.66721220e-20)	(2.61744124e+00 -5.21080866e-01 2.29091043e-17)	(1.45428684e+00 1.11039176e-01 2.10404038e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
74.25          	p              	-8.16047679e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.52377140e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74.25          	U              	(-2.31926531e-01 -1.50546113e-01 -8.72608045e-20)	(2.61744124e+00 -5.21080866e-01 2.29091043e-17)	(1.45279699e+00 1.13187662e-01 2.08383644e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
74.3           	p              	-8.13809361e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.52355713e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74.3           	U              	(-5.95213967e-02 -3.65779583e-01 -3.06353064e-19)	(2.77852312e+00 -3.29315826e-01 -1.06004526e-17)	(1.45123319e+00 1.15355699e-01 2.06376049e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
74.35          	p              	-8.10735298e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.52198964e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74.35          	U              	(-5.82669649e-02 -3.44638932e-01 -3.00397421e-19)	(2.77852312e+00 -3.29315826e-01 -1.06004526e-17)	(1.44959313e+00 1.17545814e-01 2.04305869e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
74.4           	p              	-8.08296003e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.52092536e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74.4           	U              	(-5.71765404e-02 -3.22980983e-01 -2.95360472e-19)	(2.77852312e+00 -3.29315826e-01 -1.06004526e-17)	(1.44787993e+00 1.19752625e-01 2.02275119e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
74.45          	p              	-8.04065897e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.51937425e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74.45          	U              	(-5.63249931e-02 -3.00919502e-01 -2.90509467e-19)	(2.77852312e+00 -3.29315826e-01 -1.06004526e-17)	(1.44609206e+00 1.21975060e-01 2.00233825e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
74.5           	p              	-8.01348928e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.51757503e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
74.5           	U              	(-5.56733764e-02 -2.78375020e-01 -2.84480385e-19)	(2.77852312e+00 -3.29315826e-01 -1.06004526e-17)	(1.44423104e+00 1.24210727e-01 1.98181651e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
